row,col,seq,quad_pos,device_id,x_um,y_um,map_x,map_y,shot_x,shot_y,enabled
9,16,164,,83-72,56336,-14778,56336,14778,56336,14778,1
9,17,165,,83-73,59857,-14778,59857,14778,59857,14778,1
9,18,166,,83-74,63378,-14778,63378,14778,63378,14778,1
9,19,167,,84-70,66899,-14778,66899,14778,66899,14778,1
9,20,168,,84-71,70420,-14778,70420,14778,70420,14778,1
9,21,169,,84-72,73941,-14778,73941,14778,73941,14778,1
9,22,170,,84-73,77462,-14778,77462,14778,77462,14778,1
9,23,171,,84-74,80983,-14778,80983,14778,80983,14778,1
9,24,172,,85-70,84504,-14778,84504,14778,84504,14778,1
9,25,173,,85-71,88025,-14778,88025,14778,88025,14778,1
9,26,174,,85-72,91546,-14778,91546,14778,91546,14778,1
9,27,175,,85-73,95067,-14778,95067,14778,95067,14778,1
9,28,176,,85-74,98588,-14778,98588,14778,98588,14778,1
9,29,177,,86-70,102109,-14778,102109,14778,102109,14778,1
9,30,178,,86-71,105630,-14778,105630,14778,105630,14778,1
10,6,179,,81-62,21126,-16420,21126,16420,21126,16420,1
10,7,180,,81-63,24647,-16420,24647,16420,24647,16420,1
10,8,181,,81-64,28168,-16420,28168,16420,28168,16420,1
10,9,182,,82-60,31689,-16420,31689,16420,31689,16420,1
10,10,183,,82-61,35210,-16420,35210,16420,35210,16420,1
10,11,184,,82-62,38731,-16420,38731,16420,38731,16420,1
10,12,185,,82-63,42252,-16420,42252,16420,42252,16420,1
10,13,186,,82-64,45773,-16420,45773,16420,45773,16420,1
10,14,187,,83-60,49294,-16420,49294,16420,49294,16420,1
10,15,188,,83-61,52815,-16420,52815,16420,52815,16420,1
10,16,189,,83-62,56336,-16420,56336,16420,56336,16420,1
10,17,190,,83-63,59857,-16420,59857,16420,59857,16420,1
10,18,191,,83-64,63378,-16420,63378,16420,63378,16420,1
10,19,192,,84-60,66899,-16420,66899,16420,66899,16420,1
10,20,193,,84-61,70420,-16420,70420,16420,70420,16420,1
10,21,194,,84-62,73941,-16420,73941,16420,73941,16420,1
10,22,195,,84-63,77462,-16420,77462,16420,77462,16420,1
10,23,196,,84-64,80983,-16420,80983,16420,80983,16420,1
10,24,197,,85-60,84504,-16420,84504,16420,84504,16420,1
10,25,198,,85-61,88025,-16420,88025,16420,88025,16420,1
10,26,199,,85-62,91546,-16420,91546,16420,91546,16420,1
10,27,200,,85-63,95067,-16420,95067,16420,95067,16420,1
10,28,201,,85-64,98588,-16420,98588,16420,98588,16420,1
10,29,202,,86-60,102109,-16420,102109,16420,102109,16420,1
10,30,203,,86-61,105630,-16420,105630,16420,105630,16420,1
10,31,204,,86-62,109151,-16420,109151,16420,109151,16420,1
11,6,205,,81-52,21126,-18062,21126,18062,21126,18062,1
11,7,206,,81-53,24647,-18062,24647,18062,24647,18062,1
11,8,207,,81-54,28168,-18062,28168,18062,28168,18062,1
11,9,208,,82-50,31689,-18062,31689,18062,31689,18062,1
11,10,209,,82-51,35210,-18062,35210,18062,35210,18062,1
11,11,210,,82-52,38731,-18062,38731,18062,38731,18062,1
11,12,211,,82-53,42252,-18062,42252,18062,42252,18062,1
11,13,212,,82-54,45773,-18062,45773,18062,45773,18062,1
11,14,213,,83-50,49294,-18062,49294,18062,49294,18062,1
11,15,214,,83-51,52815,-18062,52815,18062,52815,18062,1
11,16,215,,83-52,56336,-18062,56336,18062,56336,18062,1
11,17,216,,83-53,59857,-18062,59857,18062,59857,18062,1
11,18,217,,83-54,63378,-18062,63378,18062,63378,18062,1
11,19,218,,84-50,66899,-18062,66899,18062,66899,18062,1
11,20,219,,84-51,70420,-18062,70420,18062,70420,18062,1
11,21,220,,84-52,73941,-18062,73941,18062,73941,18062,1
11,22,221,,84-53,77462,-18062,77462,18062,77462,18062,1
11,23,222,,84-54,80983,-18062,80983,18062,80983,18062,1
11,24,223,,85-50,84504,-18062,84504,18062,84504,18062,1
11,25,224,,85-51,88025,-18062,88025,18062,88025,18062,1
11,26,225,,85-52,91546,-18062,91546,18062,91546,18062,1
11,27,226,,85-53,95067,-18062,95067,18062,95067,18062,1
11,28,227,,85-54,98588,-18062,98588,18062,98588,18062,1
11,29,228,,86-50,102109,-18062,102109,18062,102109,18062,1
11,30,229,,86-51,105630,-18062,105630,18062,105630,18062,1
11,31,230,,86-52,109151,-18062,109151,18062,109151,18062,1
12,5,231,,81-41,17605,-19704,17605,19704,17605,19704,1
12,6,232,,81-42,21126,-19704,21126,19704,21126,19704,1
12,7,233,,81-43,24647,-19704,24647,19704,24647,19704,1
12,8,234,,81-44,28168,-19704,28168,19704,28168,19704,1
12,9,235,,82-40,31689,-19704,31689,19704,31689,19704,1
12,10,236,,82-41,35210,-19704,35210,19704,35210,19704,1
12,11,237,,82-42,38731,-19704,38731,19704,38731,19704,1
12,12,238,,82-43,42252,-19704,42252,19704,42252,19704,1
12,13,239,,82-44,45773,-19704,45773,19704,45773,19704,1
12,14,240,,83-40,49294,-19704,49294,19704,49294,19704,1
12,15,241,,83-41,52815,-19704,52815,19704,52815,19704,1
12,16,242,,83-42,56336,-19704,56336,19704,56336,19704,1
12,17,243,,83-43,59857,-19704,59857,19704,59857,19704,1
12,18,244,,83-44,63378,-19704,63378,19704,63378,19704,1
12,19,245,,84-40,66899,-19704,66899,19704,66899,19704,1
12,20,246,,84-41,70420,-19704,70420,19704,70420,19704,1
12,21,247,,84-42,73941,-19704,73941,19704,73941,19704,1
12,22,248,,84-43,77462,-19704,77462,19704,77462,19704,1
12,23,249,,84-44,80983,-19704,80983,19704,80983,19704,1
12,24,250,,85-40,84504,-19704,84504,19704,84504,19704,1
12,25,251,,85-41,88025,-19704,88025,19704,88025,19704,1
12,26,252,,85-42,91546,-19704,91546,19704,91546,19704,1
12,27,253,,85-43,95067,-19704,95067,19704,95067,19704,1
12,28,254,,85-44,98588,-19704,98588,19704,98588,19704,1
12,29,255,,86-40,102109,-19704,102109,19704,102109,19704,1
12,30,256,,86-41,105630,-19704,105630,19704,105630,19704,1
12,31,257,,86-42,109151,-19704,109151,19704,109151,19704,1
12,32,258,,86-43,112672,-19704,112672,19704,112672,19704,1
13,5,259,,81-31,17605,-21346,17605,21346,17605,21346,1
13,6,260,,81-32,21126,-21346,21126,21346,21126,21346,1
13,7,261,,81-33,24647,-21346,24647,21346,24647,21346,1
13,8,262,,81-34,28168,-21346,28168,21346,28168,21346,1
13,9,263,,82-30,31689,-21346,31689,21346,31689,21346,1
13,10,264,,82-31,35210,-21346,35210,21346,35210,21346,1
13,11,265,,82-32,38731,-21346,38731,21346,38731,21346,1
13,12,266,,82-33,42252,-21346,42252,21346,42252,21346,1
13,13,267,,82-34,45773,-21346,45773,21346,45773,21346,1
13,14,268,,83-30,49294,-21346,49294,21346,49294,21346,1
13,15,269,,83-31,52815,-21346,52815,21346,52815,21346,1
13,16,270,,83-32,56336,-21346,56336,21346,56336,21346,1
13,17,271,,83-33,59857,-21346,59857,21346,59857,21346,1
13,18,272,,83-34,63378,-21346,63378,21346,63378,21346,1
13,19,273,,84-30,66899,-21346,66899,21346,66899,21346,1
13,20,274,,84-31,70420,-21346,70420,21346,70420,21346,1
13,21,275,,84-32,73941,-21346,73941,21346,73941,21346,1
13,22,276,,84-33,77462,-21346,77462,21346,77462,21346,1
13,23,277,,84-34,80983,-21346,80983,21346,80983,21346,1
13,24,278,,85-30,84504,-21346,84504,21346,84504,21346,1
13,25,279,,85-31,88025,-21346,88025,21346,88025,21346,1
13,26,280,,85-32,91546,-21346,91546,21346,91546,21346,1
13,27,281,,85-33,95067,-21346,95067,21346,95067,21346,1
13,28,282,,85-34,98588,-21346,98588,21346,98588,21346,1
13,29,283,,86-30,102109,-21346,102109,21346,102109,21346,1
13,30,284,,86-31,105630,-21346,105630,21346,105630,21346,1
13,31,285,,86-32,109151,-21346,109151,21346,109151,21346,1
13,32,286,,86-33,112672,-21346,112672,21346,112672,21346,1
14,5,287,,81-21,17605,-22988,17605,22988,17605,22988,1
14,6,288,,81-22,21126,-22988,21126,22988,21126,22988,1
14,7,289,,81-23,24647,-22988,24647,22988,24647,22988,1
14,8,290,,81-24,28168,-22988,28168,22988,28168,22988,1
14,9,291,,82-20,31689,-22988,31689,22988,31689,22988,1
14,10,292,,82-21,35210,-22988,35210,22988,35210,22988,1
14,11,293,,82-22,38731,-22988,38731,22988,38731,22988,1
14,12,294,,82-23,42252,-22988,42252,22988,42252,22988,1
14,13,295,,82-24,45773,-22988,45773,22988,45773,22988,1
14,14,296,,83-20,49294,-22988,49294,22988,49294,22988,1
14,15,297,,83-21,52815,-22988,52815,22988,52815,22988,1
14,16,298,,83-22,56336,-22988,56336,22988,56336,22988,1
14,17,299,,83-23,59857,-22988,59857,22988,59857,22988,1
14,18,300,,83-24,63378,-22988,63378,22988,63378,22988,1
14,19,301,,84-20,66899,-22988,66899,22988,66899,22988,1
14,20,302,,84-21,70420,-22988,70420,22988,70420,22988,1
14,21,303,,84-22,73941,-22988,73941,22988,73941,22988,1
14,22,304,,84-23,77462,-22988,77462,22988,77462,22988,1
14,23,305,,84-24,80983,-22988,80983,22988,80983,22988,1
14,24,306,,85-20,84504,-22988,84504,22988,84504,22988,1
14,25,307,,85-21,88025,-22988,88025,22988,88025,22988,1
14,26,308,,85-22,91546,-22988,91546,22988,91546,22988,1
14,27,309,,85-23,95067,-22988,95067,22988,95067,22988,1
14,28,310,,85-24,98588,-22988,98588,22988,98588,22988,1
14,29,311,,86-20,102109,-22988,102109,22988,102109,22988,1
14,30,312,,86-21,105630,-22988,105630,22988,105630,22988,1
14,31,313,,86-22,109151,-22988,109151,22988,109151,22988,1
14,32,314,,86-23,112672,-22988,112672,22988,112672,22988,1
15,4,315,,81-10,14084,-24630,14084,24630,14084,24630,1
15,5,316,,81-11,17605,-24630,17605,24630,17605,24630,1
15,6,317,,81-12,21126,-24630,21126,24630,21126,24630,1
15,7,318,,81-13,24647,-24630,24647,24630,24647,24630,1
15,8,319,,81-14,28168,-24630,28168,24630,28168,24630,1
15,9,320,,82-10,31689,-24630,31689,24630,31689,24630,1
15,10,321,,82-11,35210,-24630,35210,24630,35210,24630,1
15,11,322,,82-12,38731,-24630,38731,24630,38731,24630,1
15,12,323,,82-13,42252,-24630,42252,24630,42252,24630,1
15,13,324,,82-14,45773,-24630,45773,24630,45773,24630,1
15,14,325,,83-10,49294,-24630,49294,24630,49294,24630,1
15,15,326,,83-11,52815,-24630,52815,24630,52815,24630,1
15,16,327,,83-12,56336,-24630,56336,24630,56336,24630,1
15,17,328,,83-13,59857,-24630,59857,24630,59857,24630,1
15,18,329,,83-14,63378,-24630,63378,24630,63378,24630,1
15,19,330,,84-10,66899,-24630,66899,24630,66899,24630,1
15,20,331,,84-11,70420,-24630,70420,24630,70420,24630,1
15,21,332,,84-12,73941,-24630,73941,24630,73941,24630,1
15,22,333,,84-13,77462,-24630,77462,24630,77462,24630,1
15,23,334,,84-14,80983,-24630,80983,24630,80983,24630,1
15,24,335,,85-10,84504,-24630,84504,24630,84504,24630,1
15,25,336,,85-11,88025,-24630,88025,24630,88025,24630,1
15,26,337,,85-12,91546,-24630,91546,24630,91546,24630,1
15,27,338,,85-13,95067,-24630,95067,24630,95067,24630,1
15,28,339,,85-14,98588,-24630,98588,24630,98588,24630,1
15,29,340,,86-10,102109,-24630,102109,24630,102109,24630,1
15,30,341,,86-11,105630,-24630,105630,24630,105630,24630,1
15,31,342,,86-12,109151,-24630,109151,24630,109151,24630,1
15,32,343,,86-13,112672,-24630,112672,24630,112672,24630,1
15,33,344,,86-14,116193,-24630,116193,24630,116193,24630,1
16,4,345,,81-00,14084,-26272,14084,26272,14084,26272,1
16,5,346,,81-01,17605,-26272,17605,26272,17605,26272,1
16,6,347,,81-02,21126,-26272,21126,26272,21126,26272,1
16,7,348,,81-03,24647,-26272,24647,26272,24647,26272,1
16,8,349,,81-04,28168,-26272,28168,26272,28168,26272,1
16,9,350,,82-00,31689,-26272,31689,26272,31689,26272,1
16,10,351,,82-01,35210,-26272,35210,26272,35210,26272,1
16,11,352,,82-02,38731,-26272,38731,26272,38731,26272,1
16,12,353,,82-03,42252,-26272,42252,26272,42252,26272,1
16,13,354,,82-04,45773,-26272,45773,26272,45773,26272,1
16,14,355,,83-00,49294,-26272,49294,26272,49294,26272,1
16,15,356,,83-01,52815,-26272,52815,26272,52815,26272,1
16,16,357,,83-02,56336,-26272,56336,26272,56336,26272,1
16,17,358,,83-03,59857,-26272,59857,26272,59857,26272,1
16,18,359,,83-04,63378,-26272,63378,26272,63378,26272,1
16,19,360,,84-00,66899,-26272,66899,26272,66899,26272,1
16,20,361,,84-01,70420,-26272,70420,26272,70420,26272,1
16,21,362,,84-02,73941,-26272,73941,26272,73941,26272,1
16,22,363,,84-03,77462,-26272,77462,26272,77462,26272,1
16,23,364,,84-04,80983,-26272,80983,26272,80983,26272,1
16,24,365,,85-00,84504,-26272,84504,26272,84504,26272,1
16,25,366,,85-01,88025,-26272,88025,26272,88025,26272,1
16,26,367,,85-02,91546,-26272,91546,26272,91546,26272,1
16,27,368,,85-03,95067,-26272,95067,26272,95067,26272,1
16,28,369,,85-04,98588,-26272,98588,26272,98588,26272,1
16,29,370,,86-00,102109,-26272,102109,26272,102109,26272,1
16,30,371,,86-01,105630,-26272,105630,26272,105630,26272,1
16,31,372,,86-02,109151,-26272,109151,26272,109151,26272,1
16,32,373,,86-03,112672,-26272,112672,26272,112672,26272,1
16,33,374,,86-04,116193,-26272,116193,26272,116193,26272,1
17,3,375,,70-74,10563,-27914,10563,27914,10563,27914,1
17,4,376,,71-70,14084,-27914,14084,27914,14084,27914,1
17,5,377,,71-71,17605,-27914,17605,27914,17605,27914,1
17,6,378,,71-72,21126,-27914,21126,27914,21126,27914,1
17,7,379,,71-73,24647,-27914,24647,27914,24647,27914,1
17,8,380,,71-74,28168,-27914,28168,27914,28168,27914,1
17,9,381,,72-70,31689,-27914,31689,27914,31689,27914,1
17,10,382,,72-71,35210,-27914,35210,27914,35210,27914,1
17,11,383,,72-72,38731,-27914,38731,27914,38731,27914,1
17,12,384,,72-73,42252,-27914,42252,27914,42252,27914,1
17,13,385,,72-74,45773,-27914,45773,27914,45773,27914,1
17,14,386,,73-70,49294,-27914,49294,27914,49294,27914,1
17,15,387,,73-71,52815,-27914,52815,27914,52815,27914,1
17,16,388,,73-72,56336,-27914,56336,27914,56336,27914,1
17,17,389,,73-73,59857,-27914,59857,27914,59857,27914,1
17,18,390,,73-74,63378,-27914,63378,27914,63378,27914,1
17,19,391,,74-70,66899,-27914,66899,27914,66899,27914,1
17,20,392,,74-71,70420,-27914,70420,27914,70420,27914,1
17,21,393,,74-72,73941,-27914,73941,27914,73941,27914,1
17,22,394,,74-73,77462,-27914,77462,27914,77462,27914,1
17,23,395,,74-74,80983,-27914,80983,27914,80983,27914,1
17,24,396,,75-70,84504,-27914,84504,27914,84504,27914,1
17,25,397,,75-71,88025,-27914,88025,27914,88025,27914,1
17,26,398,,75-72,91546,-27914,91546,27914,91546,27914,1
17,27,399,,75-73,95067,-27914,95067,27914,95067,27914,1
17,28,400,,75-74,98588,-27914,98588,27914,98588,27914,1
17,29,401,,76-70,102109,-27914,102109,27914,102109,27914,1
17,30,402,,76-71,105630,-27914,105630,27914,105630,27914,1
17,31,403,,76-72,109151,-27914,109151,27914,109151,27914,1
17,32,404,,76-73,112672,-27914,112672,27914,112672,27914,1
17,33,405,,76-74,116193,-27914,116193,27914,116193,27914,1
17,34,406,,77-70,119714,-27914,119714,27914,119714,27914,1
18,3,407,,70-64,10563,-29556,10563,29556,10563,29556,1
18,4,408,,71-60,14084,-29556,14084,29556,14084,29556,1
18,5,409,,71-61,17605,-29556,17605,29556,17605,29556,1
18,6,410,,71-62,21126,-29556,21126,29556,21126,29556,1
18,7,411,,71-63,24647,-29556,24647,29556,24647,29556,1
18,8,412,,71-64,28168,-29556,28168,29556,28168,29556,1
18,9,413,,72-60,31689,-29556,31689,29556,31689,29556,1
18,10,414,,72-61,35210,-29556,35210,29556,35210,29556,1
18,11,415,,72-62,38731,-29556,38731,29556,38731,29556,1
18,12,416,,72-63,42252,-29556,42252,29556,42252,29556,1
18,13,417,,72-64,45773,-29556,45773,29556,45773,29556,1
18,14,418,,73-60,49294,-29556,49294,29556,49294,29556,1
18,15,419,,73-61,52815,-29556,52815,29556,52815,29556,1
18,16,420,,73-62,56336,-29556,56336,29556,56336,29556,1
18,17,421,,73-63,59857,-29556,59857,29556,59857,29556,1
18,18,422,,73-64,63378,-29556,63378,29556,63378,29556,1
18,19,423,,74-60,66899,-29556,66899,29556,66899,29556,1
18,20,424,,74-61,70420,-29556,70420,29556,70420,29556,1
18,21,425,,74-62,73941,-29556,73941,29556,73941,29556,1
18,22,426,,74-63,77462,-29556,77462,29556,77462,29556,1
18,23,427,,74-64,80983,-29556,80983,29556,80983,29556,1
18,24,428,,75-60,84504,-29556,84504,29556,84504,29556,1
18,25,429,,75-61,88025,-29556,88025,29556,88025,29556,1
18,26,430,,75-62,91546,-29556,91546,29556,91546,29556,1
18,27,431,,75-63,95067,-29556,95067,29556,95067,29556,1
18,28,432,,75-64,98588,-29556,98588,29556,98588,29556,1
18,29,433,,76-60,102109,-29556,102109,29556,102109,29556,1
18,30,434,,76-61,105630,-29556,105630,29556,105630,29556,1
18,31,435,,76-62,109151,-29556,109151,29556,109151,29556,1
