cell,polygon_index,layer,datatype,point_count,bbox_min_x_um,bbox_min_y_um,bbox_max_x_um,bbox_max_y_um,bbox_width_um,bbox_height_um,bbox_center_x_um,bbox_center_y_um
test_die,205,9,0,153,-88.905,-822.5,-2.406,-144.663,86.499,677.837,-45.6555,-483.5815
test_die,206,9,0,83,-125.652,-94.565,-96.2,-81.888,29.451999999999998,12.676999999999992,-110.926,-88.2265
test_die,207,9,0,72,-170.975,-94.565,-141.748,-81.888,29.227000000000004,12.676999999999992,-156.36149999999998,-88.2265
test_die,208,9,0,155,-170.975,-822.5,-88.905,-94.565,82.07,727.935,-129.94,-458.5325
test_die,209,9,0,109,-208.547,-139.355,-195.417,-122.501,13.129999999999995,16.853999999999985,-201.982,-130.928
test_die,210,9,0,108,-221.983,-139.355,-208.547,-122.5,13.436000000000007,16.85499999999999,-215.265,-130.9275
test_die,211,9,0,45,-177.673,-145.951,-170.975,-139.355,6.6980000000000075,6.596000000000004,-174.324,-142.653
test_die,212,9,0,83,-227.673,-145.951,-189.727,-139.355,37.946,6.596000000000004,-208.7,-142.653
test_die,213,9,0,127,-239.457,-822.5,-170.975,-145.951,68.482,676.549,-205.216,-484.2255
test_die,214,9,0,125,-270.0,-79.656,-247.4,-72.5,22.599999999999994,7.156000000000006,-258.7,-76.078
test_die,215,9,0,125,-271.335,-822.5,-239.457,-79.656,31.877999999999986,742.844,-255.396,-451.078
test_die,216,9,0,25,-272.9,-91.294,-271.335,-86.834,1.5649999999999977,4.459999999999994,-272.11749999999995,-89.064
test_die,217,9,0,102,-305.183,-91.294,-294.5,-73.005,10.682999999999993,18.289,-299.8415,-82.14949999999999
test_die,218,9,0,127,-305.183,-822.5,-271.335,-91.294,33.84800000000001,731.206,-288.259,-456.897
test_die,219,9,0,154,-1762.0,364.44,-305.183,822.5,1456.817,458.06,-1033.5915,593.47
test_die,220,9,0,153,-1762.0,307.43,-305.183,364.44,1456.817,57.00999999999999,-1033.5915,335.935
test_die,221,9,0,82,-341.032,25.928,-317.29900000000004,307.43,23.732999999999947,281.502,-329.1655,166.679
test_die,222,9,0,74,-341.032,-5.773,-331.2,14.886000000000001,9.831999999999994,20.659,-336.116,4.556500000000001
test_die,223,9,0,155,-1762.0,-5.773,-341.032,307.43,1420.968,313.20300000000003,-1051.516,150.8285
test_die,224,9,0,73,-346.588,-12.838000000000001,-332.613,-5.773,13.975000000000023,7.065000000000001,-339.6005,-9.3055
test_die,225,9,0,83,-346.588,-46.034,-331.846,-37.162,14.742000000000019,8.872,-339.217,-41.598
test_die,226,9,0,154,-1762.0,-46.034,-346.588,-5.773,1415.412,40.260999999999996,-1054.294,-25.9035
test_die,227,9,0,64,-338.135,-62.04,-331.2,-46.034,6.935000000000002,16.006,-334.6675,-54.037
test_die,228,9,0,91,-338.135,-822.5,-305.183,-72.5,32.952,750.0,-321.659,-447.5
test_die,229,9,0,155,-1762.0,-822.5,-338.135,-46.034,1423.865,776.466,-1050.0675,-434.267
test_die,230,9,0,32,533.054,-125.605,539.2040000000001,-122.677,6.150000000000091,2.9279999999999973,536.129,-124.141
test_die,231,9,0,12,476.778,-91.81700000000001,477.665,-90.205,0.8870000000000005,1.612000000000009,477.2215,-91.011
test_die,232,9,0,117,220.80100000000002,411.48,237.8,432.927,16.998999999999995,21.447000000000003,229.3005,422.2035
test_die,233,9,0,117,209.03,412.318,220.80100000000002,432.927,11.771000000000015,20.609000000000037,214.9155,422.6225
test_die,234,9,0,120,179.655,412.26300000000003,191.57,432.927,11.914999999999992,20.663999999999987,185.6125,422.595
test_die,235,9,0,120,162.8,411.48,179.655,432.927,16.85499999999999,21.447000000000003,171.22750000000002,422.2035
test_die,236,9,0,183,374.075,241.514,399.38,316.48,25.305000000000007,74.96600000000001,386.72749999999996,278.997
test_die,237,9,0,183,348.922,241.514,374.075,316.42,25.152999999999963,74.906,361.49850000000004,278.967
test_die,238,9,0,183,325.07,241.514,348.922,316.48,23.852000000000032,74.96600000000001,336.996,278.997
