step,command,major_index,device_ids,MovesMajorX,MovesMajorY,MovesMinorX,MovesMinorY
679,J,679,85-35,83550,38040,0,0
680,J,680,86-30,86335,38040,0,0
681,J,681,86-31,89120,38040,0,0
682,J,682,86-32,91905,38040,0,0
683,J,683,86-33,94690,38040,0,0
684,J,684,86-34,97475,38040,0,0
685,J,685,86-35,100260,38040,0,0
686,J,686,87-30,103045,38040,0,0
687,J,687,87-31,105830,38040,0,0
688,J,688,87-32,108615,38040,0,0
689,J,689,87-33,111400,38040,0,0
690,J,690,87-34,114185,38040,0,0
691,J,691,87-35,116970,38040,0,0
692,J,692,88-30,119755,38040,0,0
693,J,693,88-31,122540,38040,0,0
694,J,694,88-32,125325,38040,0,0
695,J,695,88-22,125325,39625,0,0
696,J,696,88-21,122540,39625,0,0
697,J,697,88-20,119755,39625,0,0
698,J,698,87-25,116970,39625,0,0
699,J,699,87-24,114185,39625,0,0
700,J,700,87-23,111400,39625,0,0
701,J,701,87-22,108615,39625,0,0
702,J,702,87-21,105830,39625,0,0
703,J,703,87-20,103045,39625,0,0
704,J,704,86-25,100260,39625,0,0
705,J,705,86-24,97475,39625,0,0
706,J,706,86-23,94690,39625,0,0
707,J,707,86-22,91905,39625,0,0
708,J,708,86-21,89120,39625,0,0
709,J,709,86-20,86335,39625,0,0
710,J,710,85-25,83550,39625,0,0
711,J,711,85-24,80765,39625,0,0
712,J,712,85-23,77980,39625,0,0
713,J,713,85-22,75195,39625,0,0
714,J,714,85-21,72410,39625,0,0
715,J,715,85-20,69625,39625,0,0
716,J,716,84-25,66840,39625,0,0
717,J,717,84-24,64055,39625,0,0
718,J,718,84-23,61270,39625,0,0
719,J,719,84-22,58485,39625,0,0
720,J,720,84-21,55700,39625,0,0
721,J,721,84-20,52915,39625,0,0
722,J,722,83-25,50130,39625,0,0
723,J,723,83-24,47345,39625,0,0
724,J,724,83-23,44560,39625,0,0
725,J,725,83-22,41775,39625,0,0
726,J,726,83-21,38990,39625,0,0
727,J,727,83-20,36205,39625,0,0
728,J,728,82-25,33420,39625,0,0
729,J,729,82-24,30635,39625,0,0
730,J,730,82-23,27850,39625,0,0
731,J,731,82-22,25065,39625,0,0
732,J,732,82-21,22280,39625,0,0
733,J,733,82-20,19495,39625,0,0
734,J,734,81-25,16710,39625,0,0
735,J,735,81-24,13925,39625,0,0
736,J,736,81-23,11140,39625,0,0
737,J,737,81-12,8355,41210,0,0
738,J,738,81-13,11140,41210,0,0
739,J,739,81-14,13925,41210,0,0
740,J,740,81-15,16710,41210,0,0
741,J,741,82-10,19495,41210,0,0
742,J,742,82-11,22280,41210,0,0
743,J,743,82-12,25065,41210,0,0
744,J,744,82-13,27850,41210,0,0
745,J,745,82-14,30635,41210,0,0
746,J,746,82-15,33420,41210,0,0
747,J,747,83-10,36205,41210,0,0
748,J,748,83-11,38990,41210,0,0
749,J,749,83-12,41775,41210,0,0
750,J,750,83-13,44560,41210,0,0
751,J,751,83-14,47345,41210,0,0
752,J,752,83-15,50130,41210,0,0
753,J,753,84-10,52915,41210,0,0
754,J,754,84-11,55700,41210,0,0
755,J,755,84-12,58485,41210,0,0
756,J,756,84-13,61270,41210,0,0
757,J,757,84-14,64055,41210,0,0
758,J,758,84-15,66840,41210,0,0
759,J,759,85-10,69625,41210,0,0
760,J,760,85-11,72410,41210,0,0
761,J,761,85-12,75195,41210,0,0
762,J,762,85-13,77980,41210,0,0
763,J,763,85-14,80765,41210,0,0
764,J,764,85-15,83550,41210,0,0
765,J,765,86-10,86335,41210,0,0
766,J,766,86-11,89120,41210,0,0
767,J,767,86-12,91905,41210,0,0
768,J,768,86-13,94690,41210,0,0
769,J,769,86-14,97475,41210,0,0
770,J,770,86-15,100260,41210,0,0
771,J,771,87-10,103045,41210,0,0
772,J,772,87-11,105830,41210,0,0
773,J,773,87-12,108615,41210,0,0
774,J,774,87-13,111400,41210,0,0
775,J,775,87-14,114185,41210,0,0
776,J,776,87-15,116970,41210,0,0
777,J,777,88-10,119755,41210,0,0
778,J,778,88-11,122540,41210,0,0
779,J,779,88-12,125325,41210,0,0
780,J,780,88-13,128110,41210,0,0
781,J,781,88-03,128110,42795,0,0
782,J,782,88-02,125325,42795,0,0
783,J,783,88-01,122540,42795,0,0
784,J,784,88-00,119755,42795,0,0
785,J,785,87-05,116970,42795,0,0
786,J,786,87-04,114185,42795,0,0
787,J,787,87-03,111400,42795,0,0
788,J,788,87-02,108615,42795,0,0
789,J,789,87-01,105830,42795,0,0
790,J,790,87-00,103045,42795,0,0
791,J,791,86-05,100260,42795,0,0
792,J,792,86-04,97475,42795,0,0
793,J,793,86-03,94690,42795,0,0
794,J,794,86-02,91905,42795,0,0
795,J,795,86-01,89120,42795,0,0
796,J,796,86-00,86335,42795,0,0
797,J,797,85-05,83550,42795,0,0
798,J,798,85-04,80765,42795,0,0
799,J,799,85-03,77980,42795,0,0
800,J,800,85-02,75195,42795,0,0
801,J,801,85-01,72410,42795,0,0
802,J,802,85-00,69625,42795,0,0
803,J,803,84-05,66840,42795,0,0
804,J,804,84-04,64055,42795,0,0
805,J,805,84-03,61270,42795,0,0
806,J,806,84-02,58485,42795,0,0
807,J,807,84-01,55700,42795,0,0
808,J,808,84-00,52915,42795,0,0
809,J,809,83-05,50130,42795,0,0
810,J,810,83-04,47345,42795,0,0
811,J,811,83-03,44560,42795,0,0
812,J,812,83-02,41775,42795,0,0
813,J,813,83-01,38990,42795,0,0
814,J,814,83-00,36205,42795,0,0
815,J,815,82-05,33420,42795,0,0
816,J,816,82-04,30635,42795,0,0
817,J,817,82-03,27850,42795,0,0
818,J,818,82-02,25065,42795,0,0
819,J,819,82-01,22280,42795,0,0
820,J,820,82-00,19495,42795,0,0
821,J,821,81-05,16710,42795,0,0
822,J,822,81-04,13925,42795,0,0
823,J,823,81-03,11140,42795,0,0
824,J,824,81-02,8355,42795,0,0
825,J,825,71-72,8355,44380,0,0
826,J,826,71-73,11140,44380,0,0
827,J,827,71-74,13925,44380,0,0
828,J,828,71-75,16710,44380,0,0
829,J,829,72-70,19495,44380,0,0
830,J,830,72-71,22280,44380,0,0
831,J,831,72-72,25065,44380,0,0
832,J,832,72-73,27850,44380,0,0
833,J,833,72-74,30635,44380,0,0
834,J,834,72-75,33420,44380,0,0
835,J,835,73-70,36205,44380,0,0
836,J,836,73-71,38990,44380,0,0
837,J,837,73-72,41775,44380,0,0
838,J,838,73-73,44560,44380,0,0
839,J,839,73-74,47345,44380,0,0
840,J,840,73-75,50130,44380,0,0
841,J,841,74-70,52915,44380,0,0
842,J,842,74-71,55700,44380,0,0
843,J,843,74-72,58485,44380,0,0
844,J,844,74-73,61270,44380,0,0
845,J,845,74-74,64055,44380,0,0
846,J,846,74-75,66840,44380,0,0
847,J,847,75-70,69625,44380,0,0
848,J,848,75-71,72410,44380,0,0
849,J,849,75-72,75195,44380,0,0
850,J,850,75-73,77980,44380,0,0
851,J,851,75-74,80765,44380,0,0
852,J,852,75-75,83550,44380,0,0
853,J,853,76-70,86335,44380,0,0
854,J,854,76-71,89120,44380,0,0
855,J,855,76-72,91905,44380,0,0
856,J,856,76-73,94690,44380,0,0
857,J,857,76-74,97475,44380,0,0
858,J,858,76-75,100260,44380,0,0
859,J,859,77-70,103045,44380,0,0
860,J,860,77-71,105830,44380,0,0
861,J,861,77-72,108615,44380,0,0
862,J,862,77-73,111400,44380,0,0
863,J,863,77-74,114185,44380,0,0
864,J,864,77-75,116970,44380,0,0
865,J,865,78-70,119755,44380,0,0
866,J,866,78-71,122540,44380,0,0
867,J,867,78-72,125325,44380,0,0
868,J,868,78-73,128110,44380,0,0
869,J,869,78-63,128110,45965,0,0
870,J,870,78-62,125325,45965,0,0
871,J,871,78-61,122540,45965,0,0
872,J,872,78-60,119755,45965,0,0
873,J,873,77-65,116970,45965,0,0
874,J,874,77-64,114185,45965,0,0
875,J,875,77-63,111400,45965,0,0
876,J,876,77-62,108615,45965,0,0
877,J,877,77-61,105830,45965,0,0
878,J,878,77-60,103045,45965,0,0
879,J,879,76-65,100260,45965,0,0
880,J,880,76-64,97475,45965,0,0
881,J,881,76-63,94690,45965,0,0
882,J,882,76-62,91905,45965,0,0
883,J,883,76-61,89120,45965,0,0
884,J,884,76-60,86335,45965,0,0
885,J,885,75-65,83550,45965,0,0
886,J,886,75-64,80765,45965,0,0
887,J,887,75-63,77980,45965,0,0
888,J,888,75-62,75195,45965,0,0
889,J,889,75-61,72410,45965,0,0
890,J,890,75-60,69625,45965,0,0
891,J,891,74-65,66840,45965,0,0
892,J,892,74-64,64055,45965,0,0
893,J,893,74-63,61270,45965,0,0
894,J,894,74-62,58485,45965,0,0
895,J,895,74-61,55700,45965,0,0
896,J,896,74-60,52915,45965,0,0
897,J,897,73-65,50130,45965,0,0
898,J,898,73-64,47345,45965,0,0
899,J,899,73-63,44560,45965,0,0
900,J,900,73-62,41775,45965,0,0
901,J,901,73-61,38990,45965,0,0
902,J,902,73-60,36205,45965,0,0
903,J,903,72-65,33420,45965,0,0
904,J,904,72-64,30635,45965,0,0
905,J,905,72-63,27850,45965,0,0
906,J,906,72-62,25065,45965,0,0
907,J,907,72-61,22280,45965,0,0
908,J,908,72-60,19495,45965,0,0
909,J,909,71-65,16710,45965,0,0
910,J,910,71-64,13925,45965,0,0
911,J,911,71-63,11140,45965,0,0
912,J,912,71-62,8355,45965,0,0
913,J,913,71-51,5570,47550,0,0
914,J,914,71-52,8355,47550,0,0
915,J,915,71-53,11140,47550,0,0
916,J,916,71-54,13925,47550,0,0
917,J,917,71-55,16710,47550,0,0
918,J,918,72-50,19495,47550,0,0
919,J,919,72-51,22280,47550,0,0
920,J,920,72-52,25065,47550,0,0
921,J,921,72-53,27850,47550,0,0
922,J,922,72-54,30635,47550,0,0
923,J,923,72-55,33420,47550,0,0
924,J,924,73-50,36205,47550,0,0
925,J,925,73-51,38990,47550,0,0
926,J,926,73-52,41775,47550,0,0
927,J,927,73-53,44560,47550,0,0
928,J,928,73-54,47345,47550,0,0
929,J,929,73-55,50130,47550,0,0
930,J,930,74-50,52915,47550,0,0
931,J,931,74-51,55700,47550,0,0
932,J,932,74-52,58485,47550,0,0
933,J,933,74-53,61270,47550,0,0
934,J,934,74-54,64055,47550,0,0
935,J,935,74-55,66840,47550,0,0
936,J,936,75-50,69625,47550,0,0
937,J,937,75-51,72410,47550,0,0
938,J,938,75-52,75195,47550,0,0
939,J,939,75-53,77980,47550,0,0
940,J,940,75-54,80765,47550,0,0
941,J,941,75-55,83550,47550,0,0
942,J,942,76-50,86335,47550,0,0
943,J,943,76-51,89120,47550,0,0
944,J,944,76-52,91905,47550,0,0
945,J,945,76-53,94690,47550,0,0
946,J,946,76-54,97475,47550,0,0
947,J,947,76-55,100260,47550,0,0
948,J,948,77-50,103045,47550,0,0
949,J,949,77-51,105830,47550,0,0
950,J,950,77-52,108615,47550,0,0
951,J,951,77-53,111400,47550,0,0
952,J,952,77-54,114185,47550,0,0
953,J,953,77-55,116970,47550,0,0
954,J,954,78-50,119755,47550,0,0
955,J,955,78-51,122540,47550,0,0
956,J,956,78-52,125325,47550,0,0
957,J,957,78-53,128110,47550,0,0
958,J,958,78-54,130895,47550,0,0
959,J,959,78-44,130895,49135,0,0
960,J,960,78-43,128110,49135,0,0
961,J,961,78-42,125325,49135,0,0
962,J,962,78-41,122540,49135,0,0
963,J,963,78-40,119755,49135,0,0
964,J,964,77-45,116970,49135,0,0
965,J,965,77-44,114185,49135,0,0
966,J,966,77-43,111400,49135,0,0
967,J,967,77-41,105830,49135,0,0
968,J,968,77-40,103045,49135,0,0
969,J,969,76-45,100260,49135,0,0
970,J,970,76-44,97475,49135,0,0
971,J,971,76-43,94690,49135,0,0
972,J,972,76-42,91905,49135,0,0
973,J,973,76-41,89120,49135,0,0
974,J,974,76-40,86335,49135,0,0
975,J,975,75-45,83550,49135,0,0
976,J,976,75-44,80765,49135,0,0
977,J,977,75-43,77980,49135,0,0
978,J,978,75-41,72410,49135,0,0
979,J,979,75-40,69625,49135,0,0
980,J,980,74-45,66840,49135,0,0
981,J,981,74-44,64055,49135,0,0
982,J,982,74-43,61270,49135,0,0
983,J,983,74-42,58485,49135,0,0
984,J,984,74-41,55700,49135,0,0
985,J,985,74-40,52915,49135,0,0
986,J,986,73-45,50130,49135,0,0
987,J,987,73-44,47345,49135,0,0
988,J,988,73-43,44560,49135,0,0
989,J,989,73-41,38990,49135,0,0
990,J,990,73-40,36205,49135,0,0
991,J,991,72-45,33420,49135,0,0
992,J,992,72-44,30635,49135,0,0
993,J,993,72-43,27850,49135,0,0
994,J,994,72-42,25065,49135,0,0
995,J,995,72-41,22280,49135,0,0
996,J,996,72-40,19495,49135,0,0
997,J,997,71-45,16710,49135,0,0
998,J,998,71-44,13925,49135,0,0
999,J,999,71-43,11140,49135,0,0
1000,J,1000,71-42,8355,49135,0,0
1001,J,1001,71-41,5570,49135,0,0
1002,J,1002,71-31,5570,50720,0,0
1003,J,1003,71-32,8355,50720,0,0
1004,J,1004,71-33,11140,50720,0,0
1005,J,1005,71-34,13925,50720,0,0
1006,J,1006,71-35,16710,50720,0,0
1007,J,1007,72-30,19495,50720,0,0
1008,J,1008,72-31,22280,50720,0,0
1009,J,1009,72-32,25065,50720,0,0
1010,J,1010,72-33,27850,50720,0,0
1011,J,1011,72-34,30635,50720,0,0
1012,J,1012,72-35,33420,50720,0,0
1013,J,1013,73-30,36205,50720,0,0
1014,J,1014,73-31,38990,50720,0,0
1015,J,1015,73-32,41775,50720,0,0
1016,J,1016,73-33,44560,50720,0,0
1017,J,1017,73-34,47345,50720,0,0
1018,J,1018,73-35,50130,50720,0,0
1019,J,1019,74-30,52915,50720,0,0
1020,J,1020,74-31,55700,50720,0,0
1021,J,1021,74-32,58485,50720,0,0
1022,J,1022,74-33,61270,50720,0,0
1023,J,1023,74-34,64055,50720,0,0
1024,J,1024,74-35,66840,50720,0,0
1025,J,1025,75-30,69625,50720,0,0
1026,J,1026,75-31,72410,50720,0,0
1027,J,1027,75-32,75195,50720,0,0
1028,J,1028,75-33,77980,50720,0,0
1029,J,1029,75-34,80765,50720,0,0
1030,J,1030,75-35,83550,50720,0,0
1031,J,1031,76-30,86335,50720,0,0
1032,J,1032,76-31,89120,50720,0,0
1033,J,1033,76-32,91905,50720,0,0
1034,J,1034,76-33,94690,50720,0,0
1035,J,1035,76-34,97475,50720,0,0
1036,J,1036,76-35,100260,50720,0,0
1037,J,1037,77-30,103045,50720,0,0
1038,J,1038,77-31,105830,50720,0,0
1039,J,1039,77-32,108615,50720,0,0
1040,J,1040,77-33,111400,50720,0,0
1041,J,1041,77-34,114185,50720,0,0
1042,J,1042,77-35,116970,50720,0,0
1043,J,1043,78-30,119755,50720,0,0
1044,J,1044,78-31,122540,50720,0,0
1045,J,1045,78-32,125325,50720,0,0
1046,J,1046,78-33,128110,50720,0,0
1047,J,1047,78-34,130895,50720,0,0
1048,J,1048,78-24,130895,52305,0,0
1049,J,1049,78-23,128110,52305,0,0
1050,J,1050,78-22,125325,52305,0,0
1051,J,1051,78-21,122540,52305,0,0
1052,J,1052,78-20,119755,52305,0,0
1053,J,1053,77-25,116970,52305,0,0
1054,J,1054,77-24,114185,52305,0,0
1055,J,1055,77-23,111400,52305,0,0
1056,J,1056,77-22,108615,52305,0,0
1057,J,1057,77-21,105830,52305,0,0
1058,J,1058,77-20,103045,52305,0,0
1059,J,1059,76-25,100260,52305,0,0
1060,J,1060,76-24,97475,52305,0,0
1061,J,1061,76-23,94690,52305,0,0
1062,J,1062,76-22,91905,52305,0,0
1063,J,1063,76-21,89120,52305,0,0
1064,J,1064,76-20,86335,52305,0,0
1065,J,1065,75-25,83550,52305,0,0
1066,J,1066,75-24,80765,52305,0,0
1067,J,1067,75-23,77980,52305,0,0
1068,J,1068,75-22,75195,52305,0,0
1069,J,1069,75-21,72410,52305,0,0
1070,J,1070,75-20,69625,52305,0,0
1071,J,1071,74-25,66840,52305,0,0
1072,J,1072,74-24,64055,52305,0,0
1073,J,1073,74-23,61270,52305,0,0
1074,J,1074,74-22,58485,52305,0,0
1075,J,1075,74-21,55700,52305,0,0
1076,J,1076,74-20,52915,52305,0,0
1077,J,1077,73-25,50130,52305,0,0
1078,J,1078,73-24,47345,52305,0,0
1079,J,1079,73-23,44560,52305,0,0
1080,J,1080,73-22,41775,52305,0,0
1081,J,1081,73-21,38990,52305,0,0
1082,J,1082,73-20,36205,52305,0,0
1083,J,1083,72-25,33420,52305,0,0
1084,J,1084,72-24,30635,52305,0,0
1085,J,1085,72-23,27850,52305,0,0
1086,J,1086,72-22,25065,52305,0,0
1087,J,1087,72-21,22280,52305,0,0
1088,J,1088,72-20,19495,52305,0,0
1089,J,1089,71-25,16710,52305,0,0
1090,J,1090,71-24,13925,52305,0,0
1091,J,1091,71-23,11140,52305,0,0
1092,J,1092,71-22,8355,52305,0,0
1093,J,1093,71-21,5570,52305,0,0
1094,J,1094,71-11,5570,53890,0,0
1095,J,1095,71-12,8355,53890,0,0
1096,J,1096,71-13,11140,53890,0,0
1097,J,1097,71-14,13925,53890,0,0
1098,J,1098,71-15,16710,53890,0,0
1099,J,1099,72-10,19495,53890,0,0
1100,J,1100,72-11,22280,53890,0,0
1101,J,1101,72-12,25065,53890,0,0
1102,J,1102,72-13,27850,53890,0,0
1103,J,1103,72-14,30635,53890,0,0
1104,J,1104,72-15,33420,53890,0,0
1105,J,1105,73-10,36205,53890,0,0
1106,J,1106,73-11,38990,53890,0,0
1107,J,1107,73-12,41775,53890,0,0
1108,J,1108,73-13,44560,53890,0,0
1109,J,1109,73-14,47345,53890,0,0
1110,J,1110,73-15,50130,53890,0,0
1111,J,1111,74-10,52915,53890,0,0
1112,J,1112,74-11,55700,53890,0,0
1113,J,1113,74-12,58485,53890,0,0
1114,J,1114,74-13,61270,53890,0,0
1115,J,1115,74-14,64055,53890,0,0
1116,J,1116,74-15,66840,53890,0,0
1117,J,1117,75-10,69625,53890,0,0
1118,J,1118,75-11,72410,53890,0,0
1119,J,1119,75-12,75195,53890,0,0
1120,J,1120,75-13,77980,53890,0,0
1121,J,1121,75-14,80765,53890,0,0
1122,J,1122,75-15,83550,53890,0,0
1123,J,1123,76-10,86335,53890,0,0
1124,J,1124,76-11,89120,53890,0,0
1125,J,1125,76-12,91905,53890,0,0
1126,J,1126,76-13,94690,53890,0,0
1127,J,1127,76-14,97475,53890,0,0
1128,J,1128,76-15,100260,53890,0,0
1129,J,1129,77-10,103045,53890,0,0
1130,J,1130,77-11,105830,53890,0,0
1131,J,1131,77-12,108615,53890,0,0
1132,J,1132,77-13,111400,53890,0,0
1133,J,1133,77-14,114185,53890,0,0
1134,J,1134,77-15,116970,53890,0,0
1135,J,1135,78-10,119755,53890,0,0
1136,J,1136,78-11,122540,53890,0,0
1137,J,1137,78-12,125325,53890,0,0
1138,J,1138,78-13,128110,53890,0,0
1139,J,1139,78-14,130895,53890,0,0
1140,J,1140,78-04,130895,55475,0,0
1141,J,1141,78-03,128110,55475,0,0
1142,J,1142,78-02,125325,55475,0,0
1143,J,1143,78-01,122540,55475,0,0
1144,J,1144,78-00,119755,55475,0,0
1145,J,1145,77-05,116970,55475,0,0
1146,J,1146,77-04,114185,55475,0,0
1147,J,1147,77-03,111400,55475,0,0
1148,J,1148,77-02,108615,55475,0,0
1149,J,1149,77-01,105830,55475,0,0
1150,J,1150,77-00,103045,55475,0,0
1151,J,1151,76-05,100260,55475,0,0
1152,J,1152,76-04,97475,55475,0,0
1153,J,1153,76-03,94690,55475,0,0
1154,J,1154,76-02,91905,55475,0,0
1155,J,1155,76-01,89120,55475,0,0
1156,J,1156,76-00,86335,55475,0,0
1157,J,1157,75-05,83550,55475,0,0
1158,J,1158,75-04,80765,55475,0,0
1159,J,1159,75-03,77980,55475,0,0
1160,J,1160,75-02,75195,55475,0,0
1161,J,1161,75-01,72410,55475,0,0
1162,J,1162,75-00,69625,55475,0,0
1163,J,1163,74-05,66840,55475,0,0
1164,J,1164,74-04,64055,55475,0,0
1165,J,1165,74-03,61270,55475,0,0
1166,J,1166,74-02,58485,55475,0,0
1167,J,1167,74-01,55700,55475,0,0
1168,J,1168,74-00,52915,55475,0,0
1169,J,1169,73-05,50130,55475,0,0
1170,J,1170,73-04,47345,55475,0,0
1171,J,1171,73-03,44560,55475,0,0
1172,J,1172,73-02,41775,55475,0,0
1173,J,1173,73-01,38990,55475,0,0
1174,J,1174,73-00,36205,55475,0,0
1175,J,1175,72-05,33420,55475,0,0
1176,J,1176,72-04,30635,55475,0,0
1177,J,1177,72-03,27850,55475,0,0
1178,J,1178,72-02,25065,55475,0,0
1179,J,1179,72-01,22280,55475,0,0
1180,J,1180,72-00,19495,55475,0,0
1181,J,1181,71-05,16710,55475,0,0
1182,J,1182,71-04,13925,55475,0,0
1183,J,1183,71-03,11140,55475,0,0
1184,J,1184,71-02,8355,55475,0,0
1185,J,1185,71-01,5570,55475,0,0
1186,J,1186,61-70,2785,57060,0,0
1187,J,1187,61-71,5570,57060,0,0
1188,J,1188,61-72,8355,57060,0,0
1189,J,1189,61-73,11140,57060,0,0
1190,J,1190,61-74,13925,57060,0,0
1191,J,1191,61-75,16710,57060,0,0
1192,J,1192,62-70,19495,57060,0,0
1193,J,1193,62-71,22280,57060,0,0
1194,J,1194,62-72,25065,57060,0,0
1195,J,1195,62-73,27850,57060,0,0
1196,J,1196,62-74,30635,57060,0,0
1197,J,1197,62-75,33420,57060,0,0
1198,J,1198,63-70,36205,57060,0,0
1199,J,1199,63-71,38990,57060,0,0
1200,J,1200,63-72,41775,57060,0,0
1201,J,1201,63-73,44560,57060,0,0
1202,J,1202,63-74,47345,57060,0,0
1203,J,1203,63-75,50130,57060,0,0
1204,J,1204,64-70,52915,57060,0,0
1205,J,1205,64-71,55700,57060,0,0
1206,J,1206,64-72,58485,57060,0,0
1207,J,1207,64-73,61270,57060,0,0
1208,J,1208,64-74,64055,57060,0,0
1209,J,1209,64-75,66840,57060,0,0
1210,J,1210,65-70,69625,57060,0,0
1211,J,1211,65-71,72410,57060,0,0
1212,J,1212,65-72,75195,57060,0,0
1213,J,1213,65-73,77980,57060,0,0
1214,J,1214,65-74,80765,57060,0,0
1215,J,1215,65-75,83550,57060,0,0
1216,J,1216,66-70,86335,57060,0,0
1217,J,1217,66-71,89120,57060,0,0
1218,J,1218,66-72,91905,57060,0,0
1219,J,1219,66-73,94690,57060,0,0
1220,J,1220,66-74,97475,57060,0,0
1221,J,1221,66-75,100260,57060,0,0
1222,J,1222,67-70,103045,57060,0,0
1223,J,1223,67-71,105830,57060,0,0
1224,J,1224,67-72,108615,57060,0,0
1225,J,1225,67-73,111400,57060,0,0
1226,J,1226,67-74,114185,57060,0,0
1227,J,1227,67-75,116970,57060,0,0
1228,J,1228,68-70,119755,57060,0,0
1229,J,1229,68-71,122540,57060,0,0
1230,J,1230,68-72,125325,57060,0,0
1231,J,1231,68-73,128110,57060,0,0
1232,J,1232,68-74,130895,57060,0,0
1233,J,1233,68-75,133680,57060,0,0
1234,J,1234,68-65,133680,58645,0,0
1235,J,1235,68-64,130895,58645,0,0
1236,J,1236,68-63,128110,58645,0,0
1237,J,1237,68-62,125325,58645,0,0
1238,J,1238,68-61,122540,58645,0,0
1239,J,1239,68-60,119755,58645,0,0
1240,J,1240,67-65,116970,58645,0,0
1241,J,1241,67-64,114185,58645,0,0
1242,J,1242,67-63,111400,58645,0,0
1243,J,1243,67-62,108615,58645,0,0
1244,J,1244,67-61,105830,58645,0,0
1245,J,1245,67-60,103045,58645,0,0
1246,J,1246,66-65,100260,58645,0,0
1247,J,1247,66-64,97475,58645,0,0
1248,J,1248,66-63,94690,58645,0,0
1249,J,1249,66-62,91905,58645,0,0
1250,J,1250,66-61,89120,58645,0,0
1251,J,1251,66-60,86335,58645,0,0
1252,J,1252,65-65,83550,58645,0,0
1253,J,1253,65-64,80765,58645,0,0
1254,J,1254,65-63,77980,58645,0,0
1255,J,1255,65-62,75195,58645,0,0
1256,J,1256,65-61,72410,58645,0,0
1257,J,1257,65-60,69625,58645,0,0
1258,J,1258,64-65,66840,58645,0,0
1259,J,1259,64-64,64055,58645,0,0
1260,J,1260,64-63,61270,58645,0,0
1261,J,1261,64-62,58485,58645,0,0
1262,J,1262,64-61,55700,58645,0,0
1263,J,1263,64-60,52915,58645,0,0
1264,J,1264,63-65,50130,58645,0,0
1265,J,1265,63-64,47345,58645,0,0
1266,J,1266,63-63,44560,58645,0,0
1267,J,1267,63-62,41775,58645,0,0
1268,J,1268,63-61,38990,58645,0,0
1269,J,1269,63-60,36205,58645,0,0
1270,J,1270,62-65,33420,58645,0,0
1271,J,1271,62-64,30635,58645,0,0
1272,J,1272,62-63,27850,58645,0,0
1273,J,1273,62-62,25065,58645,0,0
1274,J,1274,62-61,22280,58645,0,0
1275,J,1275,62-60,19495,58645,0,0
1276,J,1276,61-65,16710,58645,0,0
1277,J,1277,61-64,13925,58645,0,0
1278,J,1278,61-63,11140,58645,0,0
1279,J,1279,61-62,8355,58645,0,0
1280,J,1280,61-61,5570,58645,0,0
1281,J,1281,61-60,2785,58645,0,0
1282,J,1282,61-50,2785,60230,0,0
1283,J,1283,61-51,5570,60230,0,0
1284,J,1284,61-52,8355,60230,0,0
1285,J,1285,61-53,11140,60230,0,0
1286,J,1286,61-54,13925,60230,0,0
1287,J,1287,61-55,16710,60230,0,0
1288,J,1288,62-50,19495,60230,0,0
1289,J,1289,62-51,22280,60230,0,0
1290,J,1290,62-52,25065,60230,0,0
1291,J,1291,62-53,27850,60230,0,0
1292,J,1292,62-54,30635,60230,0,0
1293,J,1293,62-55,33420,60230,0,0
1294,J,1294,63-50,36205,60230,0,0
1295,J,1295,63-51,38990,60230,0,0
1296,J,1296,63-52,41775,60230,0,0
1297,J,1297,63-53,44560,60230,0,0
1298,J,1298,63-54,47345,60230,0,0
1299,J,1299,63-55,50130,60230,0,0
1300,J,1300,64-50,52915,60230,0,0
1301,J,1301,64-51,55700,60230,0,0
1302,J,1302,64-52,58485,60230,0,0
1303,J,1303,64-53,61270,60230,0,0
1304,J,1304,64-54,64055,60230,0,0
1305,J,1305,64-55,66840,60230,0,0
1306,J,1306,65-50,69625,60230,0,0
1307,J,1307,65-51,72410,60230,0,0
1308,J,1308,65-52,75195,60230,0,0
1309,J,1309,65-53,77980,60230,0,0
1310,J,1310,65-54,80765,60230,0,0
1311,J,1311,65-55,83550,60230,0,0
1312,J,1312,66-50,86335,60230,0,0
1313,J,1313,66-51,89120,60230,0,0
1314,J,1314,66-52,91905,60230,0,0
1315,J,1315,66-53,94690,60230,0,0
1316,J,1316,66-54,97475,60230,0,0
1317,J,1317,66-55,100260,60230,0,0
1318,J,1318,67-50,103045,60230,0,0
1319,J,1319,67-51,105830,60230,0,0
1320,J,1320,67-52,108615,60230,0,0
1321,J,1321,67-53,111400,60230,0,0
1322,J,1322,67-54,114185,60230,0,0
1323,J,1323,67-55,116970,60230,0,0
1324,J,1324,68-50,119755,60230,0,0
1325,J,1325,68-51,122540,60230,0,0
1326,J,1326,68-52,125325,60230,0,0
1327,J,1327,68-53,128110,60230,0,0
1328,J,1328,68-54,130895,60230,0,0
1329,J,1329,68-55,133680,60230,0,0
1330,J,1330,68-45,133680,61815,0,0
1331,J,1331,68-44,130895,61815,0,0
1332,J,1332,68-43,128110,61815,0,0
1333,J,1333,68-42,125325,61815,0,0
1334,J,1334,68-41,122540,61815,0,0
1335,J,1335,68-40,119755,61815,0,0
1336,J,1336,67-45,116970,61815,0,0
1337,J,1337,67-44,114185,61815,0,0
1338,J,1338,67-43,111400,61815,0,0
1339,J,1339,67-42,108615,61815,0,0
1340,J,1340,67-41,105830,61815,0,0
1341,J,1341,67-40,103045,61815,0,0
