step,command,major_index,device_ids,MovesMajorX,MovesMajorY,MovesMinorX,MovesMinorY
1342,J,1342,66-45,100260,61815,0,0
1343,J,1343,66-44,97475,61815,0,0
1344,J,1344,66-43,94690,61815,0,0
1345,J,1345,66-42,91905,61815,0,0
1346,J,1346,66-41,89120,61815,0,0
1347,J,1347,66-40,86335,61815,0,0
1348,J,1348,65-45,83550,61815,0,0
1349,J,1349,65-44,80765,61815,0,0
1350,J,1350,65-43,77980,61815,0,0
1351,J,1351,65-42,75195,61815,0,0
1352,J,1352,65-41,72410,61815,0,0
1353,J,1353,65-40,69625,61815,0,0
1354,J,1354,64-45,66840,61815,0,0
1355,J,1355,64-44,64055,61815,0,0
1356,J,1356,64-43,61270,61815,0,0
1357,J,1357,64-42,58485,61815,0,0
1358,J,1358,64-41,55700,61815,0,0
1359,J,1359,64-40,52915,61815,0,0
1360,J,1360,63-45,50130,61815,0,0
1361,J,1361,63-44,47345,61815,0,0
1362,J,1362,63-43,44560,61815,0,0
1363,J,1363,63-42,41775,61815,0,0
1364,J,1364,63-41,38990,61815,0,0
1365,J,1365,63-40,36205,61815,0,0
1366,J,1366,62-45,33420,61815,0,0
1367,J,1367,62-44,30635,61815,0,0
1368,J,1368,62-43,27850,61815,0,0
1369,J,1369,62-42,25065,61815,0,0
1370,J,1370,62-41,22280,61815,0,0
1371,J,1371,62-40,19495,61815,0,0
1372,J,1372,61-45,16710,61815,0,0
1373,J,1373,61-44,13925,61815,0,0
1374,J,1374,61-43,11140,61815,0,0
1375,J,1375,61-42,8355,61815,0,0
1376,J,1376,61-41,5570,61815,0,0
1377,J,1377,61-40,2785,61815,0,0
1378,J,1378,61-30,2785,63400,0,0
1379,J,1379,61-31,5570,63400,0,0
1380,J,1380,61-32,8355,63400,0,0
1381,J,1381,61-33,11140,63400,0,0
1382,J,1382,61-34,13925,63400,0,0
1383,J,1383,61-35,16710,63400,0,0
1384,J,1384,62-30,19495,63400,0,0
1385,J,1385,62-31,22280,63400,0,0
1386,J,1386,62-32,25065,63400,0,0
1387,J,1387,62-33,27850,63400,0,0
1388,J,1388,62-34,30635,63400,0,0
1389,J,1389,62-35,33420,63400,0,0
1390,J,1390,63-30,36205,63400,0,0
1391,J,1391,63-31,38990,63400,0,0
1392,J,1392,63-32,41775,63400,0,0
1393,J,1393,63-33,44560,63400,0,0
1394,J,1394,63-34,47345,63400,0,0
1395,J,1395,63-35,50130,63400,0,0
1396,J,1396,64-30,52915,63400,0,0
1397,J,1397,64-31,55700,63400,0,0
1398,J,1398,64-32,58485,63400,0,0
1399,J,1399,64-33,61270,63400,0,0
1400,J,1400,64-34,64055,63400,0,0
1401,J,1401,64-35,66840,63400,0,0
1402,J,1402,65-30,69625,63400,0,0
1403,J,1403,65-31,72410,63400,0,0
1404,J,1404,65-32,75195,63400,0,0
1405,J,1405,65-33,77980,63400,0,0
1406,J,1406,65-34,80765,63400,0,0
1407,J,1407,65-35,83550,63400,0,0
1408,J,1408,66-30,86335,63400,0,0
1409,J,1409,66-31,89120,63400,0,0
1410,J,1410,66-32,91905,63400,0,0
1411,J,1411,66-33,94690,63400,0,0
1412,J,1412,66-34,97475,63400,0,0
1413,J,1413,66-35,100260,63400,0,0
1414,J,1414,67-30,103045,63400,0,0
1415,J,1415,67-31,105830,63400,0,0
1416,J,1416,67-32,108615,63400,0,0
1417,J,1417,67-33,111400,63400,0,0
1418,J,1418,67-34,114185,63400,0,0
1419,J,1419,67-35,116970,63400,0,0
1420,J,1420,68-30,119755,63400,0,0
1421,J,1421,68-31,122540,63400,0,0
1422,J,1422,68-32,125325,63400,0,0
1423,J,1423,68-33,128110,63400,0,0
1424,J,1424,68-34,130895,63400,0,0
1425,J,1425,68-35,133680,63400,0,0
1426,J,1426,68-25,133680,64985,0,0
1427,J,1427,68-24,130895,64985,0,0
1428,J,1428,68-23,128110,64985,0,0
1429,J,1429,68-22,125325,64985,0,0
1430,J,1430,68-21,122540,64985,0,0
1431,J,1431,68-20,119755,64985,0,0
1432,J,1432,67-25,116970,64985,0,0
1433,J,1433,67-24,114185,64985,0,0
1434,J,1434,67-23,111400,64985,0,0
1435,J,1435,67-22,108615,64985,0,0
1436,J,1436,67-21,105830,64985,0,0
1437,J,1437,67-20,103045,64985,0,0
1438,J,1438,66-25,100260,64985,0,0
1439,J,1439,66-24,97475,64985,0,0
1440,J,1440,66-23,94690,64985,0,0
1441,J,1441,66-22,91905,64985,0,0
1442,J,1442,66-21,89120,64985,0,0
1443,J,1443,66-20,86335,64985,0,0
1444,J,1444,65-25,83550,64985,0,0
1445,J,1445,65-24,80765,64985,0,0
1446,J,1446,65-23,77980,64985,0,0
1447,J,1447,65-22,75195,64985,0,0
1448,J,1448,65-21,72410,64985,0,0
1449,J,1449,65-20,69625,64985,0,0
1450,J,1450,64-25,66840,64985,0,0
1451,J,1451,64-24,64055,64985,0,0
1452,J,1452,64-23,61270,64985,0,0
1453,J,1453,64-22,58485,64985,0,0
1454,J,1454,64-21,55700,64985,0,0
1455,J,1455,64-20,52915,64985,0,0
1456,J,1456,63-25,50130,64985,0,0
1457,J,1457,63-24,47345,64985,0,0
1458,J,1458,63-23,44560,64985,0,0
1459,J,1459,63-22,41775,64985,0,0
1460,J,1460,63-21,38990,64985,0,0
1461,J,1461,63-20,36205,64985,0,0
1462,J,1462,62-25,33420,64985,0,0
1463,J,1463,62-24,30635,64985,0,0
1464,J,1464,62-23,27850,64985,0,0
1465,J,1465,62-22,25065,64985,0,0
1466,J,1466,62-21,22280,64985,0,0
1467,J,1467,62-20,19495,64985,0,0
1468,J,1468,61-25,16710,64985,0,0
1469,J,1469,61-24,13925,64985,0,0
1470,J,1470,61-23,11140,64985,0,0
1471,J,1471,61-22,8355,64985,0,0
1472,J,1472,61-21,5570,64985,0,0
1473,J,1473,61-20,2785,64985,0,0
1474,J,1474,61-10,2785,66570,0,0
1475,J,1475,61-11,5570,66570,0,0
1476,J,1476,61-12,8355,66570,0,0
1477,J,1477,61-13,11140,66570,0,0
1478,J,1478,61-14,13925,66570,0,0
1479,J,1479,61-15,16710,66570,0,0
1480,J,1480,62-10,19495,66570,0,0
1481,J,1481,62-11,22280,66570,0,0
1482,J,1482,62-12,25065,66570,0,0
1483,J,1483,62-13,27850,66570,0,0
1484,J,1484,62-14,30635,66570,0,0
1485,J,1485,62-15,33420,66570,0,0
1486,J,1486,63-10,36205,66570,0,0
1487,J,1487,63-11,38990,66570,0,0
1488,J,1488,63-12,41775,66570,0,0
1489,J,1489,63-13,44560,66570,0,0
1490,J,1490,63-14,47345,66570,0,0
1491,J,1491,63-15,50130,66570,0,0
1492,J,1492,64-10,52915,66570,0,0
1493,J,1493,64-11,55700,66570,0,0
1494,J,1494,64-12,58485,66570,0,0
1495,J,1495,64-13,61270,66570,0,0
1496,J,1496,64-14,64055,66570,0,0
1497,J,1497,64-15,66840,66570,0,0
1498,J,1498,65-10,69625,66570,0,0
1499,J,1499,65-11,72410,66570,0,0
1500,J,1500,65-12,75195,66570,0,0
1501,J,1501,65-13,77980,66570,0,0
1502,J,1502,65-14,80765,66570,0,0
1503,J,1503,65-15,83550,66570,0,0
1504,J,1504,66-10,86335,66570,0,0
1505,J,1505,66-11,89120,66570,0,0
1506,J,1506,66-12,91905,66570,0,0
1507,J,1507,66-13,94690,66570,0,0
1508,J,1508,66-14,97475,66570,0,0
1509,J,1509,66-15,100260,66570,0,0
1510,J,1510,67-10,103045,66570,0,0
1511,J,1511,67-11,105830,66570,0,0
1512,J,1512,67-12,108615,66570,0,0
1513,J,1513,67-13,111400,66570,0,0
1514,J,1514,67-14,114185,66570,0,0
1515,J,1515,67-15,116970,66570,0,0
1516,J,1516,68-10,119755,66570,0,0
1517,J,1517,68-11,122540,66570,0,0
1518,J,1518,68-12,125325,66570,0,0
1519,J,1519,68-13,128110,66570,0,0
1520,J,1520,68-14,130895,66570,0,0
1521,J,1521,68-15,133680,66570,0,0
1522,J,1522,68-05,133680,68155,0,0
1523,J,1523,68-04,130895,68155,0,0
1524,J,1524,68-03,128110,68155,0,0
1525,J,1525,68-01,122540,68155,0,0
1526,J,1526,68-00,119755,68155,0,0
1527,J,1527,67-05,116970,68155,0,0
1528,J,1528,67-04,114185,68155,0,0
1529,J,1529,67-03,111400,68155,0,0
1530,J,1530,67-01,105830,68155,0,0
1531,J,1531,67-00,103045,68155,0,0
1532,J,1532,66-05,100260,68155,0,0
1533,J,1533,66-04,97475,68155,0,0
1534,J,1534,66-03,94690,68155,0,0
1535,J,1535,66-02,91905,68155,0,0
1536,J,1536,66-01,89120,68155,0,0
1537,J,1537,66-00,86335,68155,0,0
1538,J,1538,65-05,83550,68155,0,0
1539,J,1539,65-04,80765,68155,0,0
1540,J,1540,65-03,77980,68155,0,0
1541,J,1541,65-01,72410,68155,0,0
1542,J,1542,65-00,69625,68155,0,0
1543,J,1543,64-05,66840,68155,0,0
1544,J,1544,64-04,64055,68155,0,0
1545,J,1545,64-03,61270,68155,0,0
1546,J,1546,64-02,58485,68155,0,0
1547,J,1547,64-01,55700,68155,0,0
1548,J,1548,64-00,52915,68155,0,0
1549,J,1549,63-05,50130,68155,0,0
1550,J,1550,63-04,47345,68155,0,0
1551,J,1551,63-03,44560,68155,0,0
1552,J,1552,63-01,38990,68155,0,0
1553,J,1553,63-00,36205,68155,0,0
1554,J,1554,62-05,33420,68155,0,0
1555,J,1555,62-04,30635,68155,0,0
1556,J,1556,62-03,27850,68155,0,0
1557,J,1557,62-01,22280,68155,0,0
1558,J,1558,62-00,19495,68155,0,0
1559,J,1559,61-05,16710,68155,0,0
1560,J,1560,61-04,13925,68155,0,0
1561,J,1561,61-03,11140,68155,0,0
1562,J,1562,61-01,5570,68155,0,0
1563,J,1563,61-00,2785,68155,0,0
1564,J,1564,51-70,2785,69740,0,0
1565,J,1565,51-71,5570,69740,0,0
1566,J,1566,51-72,8355,69740,0,0
1567,J,1567,51-73,11140,69740,0,0
1568,J,1568,51-74,13925,69740,0,0
1569,J,1569,51-75,16710,69740,0,0
1570,J,1570,52-73,27850,69740,0,0
1571,J,1571,52-74,30635,69740,0,0
1572,J,1572,52-75,33420,69740,0,0
1573,J,1573,53-70,36205,69740,0,0
1574,J,1574,53-71,38990,69740,0,0
1575,J,1575,53-72,41775,69740,0,0
1576,J,1576,53-73,44560,69740,0,0
1577,J,1577,53-74,47345,69740,0,0
1578,J,1578,53-75,50130,69740,0,0
1579,J,1579,54-70,52915,69740,0,0
1580,J,1580,54-71,55700,69740,0,0
1581,J,1581,54-72,58485,69740,0,0
1582,J,1582,54-73,61270,69740,0,0
1583,J,1583,54-74,64055,69740,0,0
1584,J,1584,54-75,66840,69740,0,0
1585,J,1585,55-70,69625,69740,0,0
1586,J,1586,55-71,72410,69740,0,0
1587,J,1587,55-72,75195,69740,0,0
1588,J,1588,55-73,77980,69740,0,0
1589,J,1589,55-74,80765,69740,0,0
1590,J,1590,55-75,83550,69740,0,0
1591,J,1591,56-70,86335,69740,0,0
1592,J,1592,56-71,89120,69740,0,0
1593,J,1593,56-72,91905,69740,0,0
1594,J,1594,56-73,94690,69740,0,0
1595,J,1595,56-74,97475,69740,0,0
1596,J,1596,56-75,100260,69740,0,0
1597,J,1597,57-70,103045,69740,0,0
1598,J,1598,57-71,105830,69740,0,0
1599,J,1599,57-72,108615,69740,0,0
1600,J,1600,58-70,119755,69740,0,0
1601,J,1601,58-71,122540,69740,0,0
1602,J,1602,58-72,125325,69740,0,0
1603,J,1603,58-73,128110,69740,0,0
1604,J,1604,58-74,130895,69740,0,0
1605,J,1605,58-75,133680,69740,0,0
1606,J,1606,58-65,133680,71325,0,0
1607,J,1607,58-64,130895,71325,0,0
1608,J,1608,58-63,128110,71325,0,0
1609,J,1609,58-62,125325,71325,0,0
1610,J,1610,58-61,122540,71325,0,0
1611,J,1611,58-60,119755,71325,0,0
1612,J,1612,57-65,116970,71325,0,0
1613,J,1613,57-64,114185,71325,0,0
1614,J,1614,57-63,111400,71325,0,0
1615,J,1615,57-62,108615,71325,0,0
1616,J,1616,57-61,105830,71325,0,0
1617,J,1617,57-60,103045,71325,0,0
1618,J,1618,56-65,100260,71325,0,0
1619,J,1619,56-64,97475,71325,0,0
1620,J,1620,56-63,94690,71325,0,0
1621,J,1621,56-62,91905,71325,0,0
1622,J,1622,56-61,89120,71325,0,0
1623,J,1623,56-60,86335,71325,0,0
1624,J,1624,55-65,83550,71325,0,0
1625,J,1625,55-64,80765,71325,0,0
1626,J,1626,55-63,77980,71325,0,0
1627,J,1627,55-62,75195,71325,0,0
1628,J,1628,55-61,72410,71325,0,0
1629,J,1629,55-60,69625,71325,0,0
1630,J,1630,54-65,66840,71325,0,0
1631,J,1631,54-64,64055,71325,0,0
1632,J,1632,54-63,61270,71325,0,0
1633,J,1633,54-62,58485,71325,0,0
1634,J,1634,54-61,55700,71325,0,0
1635,J,1635,54-60,52915,71325,0,0
1636,J,1636,53-65,50130,71325,0,0
1637,J,1637,53-64,47345,71325,0,0
1638,J,1638,53-63,44560,71325,0,0
1639,J,1639,53-62,41775,71325,0,0
1640,J,1640,53-61,38990,71325,0,0
1641,J,1641,53-60,36205,71325,0,0
1642,J,1642,52-65,33420,71325,0,0
1643,J,1643,52-64,30635,71325,0,0
1644,J,1644,52-63,27850,71325,0,0
1645,J,1645,52-62,25065,71325,0,0
1646,J,1646,52-61,22280,71325,0,0
1647,J,1647,52-60,19495,71325,0,0
1648,J,1648,51-65,16710,71325,0,0
1649,J,1649,51-64,13925,71325,0,0
1650,J,1650,51-63,11140,71325,0,0
1651,J,1651,51-62,8355,71325,0,0
1652,J,1652,51-61,5570,71325,0,0
1653,J,1653,51-60,2785,71325,0,0
1654,J,1654,51-50,2785,72910,0,0
1655,J,1655,51-51,5570,72910,0,0
1656,J,1656,51-52,8355,72910,0,0
1657,J,1657,51-53,11140,72910,0,0
1658,J,1658,51-54,13925,72910,0,0
1659,J,1659,51-55,16710,72910,0,0
1660,J,1660,52-50,19495,72910,0,0
1661,J,1661,52-51,22280,72910,0,0
1662,J,1662,52-52,25065,72910,0,0
1663,J,1663,52-53,27850,72910,0,0
1664,J,1664,52-54,30635,72910,0,0
1665,J,1665,52-55,33420,72910,0,0
1666,J,1666,53-50,36205,72910,0,0
1667,J,1667,53-51,38990,72910,0,0
1668,J,1668,53-52,41775,72910,0,0
1669,J,1669,53-53,44560,72910,0,0
1670,J,1670,53-54,47345,72910,0,0
1671,J,1671,53-55,50130,72910,0,0
1672,J,1672,54-50,52915,72910,0,0
1673,J,1673,54-51,55700,72910,0,0
1674,J,1674,54-52,58485,72910,0,0
1675,J,1675,54-53,61270,72910,0,0
1676,J,1676,54-54,64055,72910,0,0
1677,J,1677,54-55,66840,72910,0,0
1678,J,1678,55-50,69625,72910,0,0
1679,J,1679,55-51,72410,72910,0,0
1680,J,1680,55-52,75195,72910,0,0
1681,J,1681,55-53,77980,72910,0,0
1682,J,1682,55-54,80765,72910,0,0
1683,J,1683,55-55,83550,72910,0,0
1684,J,1684,56-50,86335,72910,0,0
1685,J,1685,56-51,89120,72910,0,0
1686,J,1686,56-52,91905,72910,0,0
1687,J,1687,56-53,94690,72910,0,0
1688,J,1688,56-54,97475,72910,0,0
1689,J,1689,56-55,100260,72910,0,0
1690,J,1690,57-50,103045,72910,0,0
1691,J,1691,57-51,105830,72910,0,0
1692,J,1692,57-52,108615,72910,0,0
1693,J,1693,57-53,111400,72910,0,0
1694,J,1694,57-54,114185,72910,0,0
1695,J,1695,57-55,116970,72910,0,0
1696,J,1696,58-50,119755,72910,0,0
1697,J,1697,58-51,122540,72910,0,0
1698,J,1698,58-52,125325,72910,0,0
1699,J,1699,58-53,128110,72910,0,0
1700,J,1700,58-54,130895,72910,0,0
1701,J,1701,58-55,133680,72910,0,0
1702,J,1702,58-45,133680,74495,0,0
1703,J,1703,58-44,130895,74495,0,0
1704,J,1704,58-43,128110,74495,0,0
1705,J,1705,58-41,122540,74495,0,0
1706,J,1706,58-40,119755,74495,0,0
1707,J,1707,57-45,116970,74495,0,0
1708,J,1708,57-44,114185,74495,0,0
1709,J,1709,57-43,111400,74495,0,0
1710,J,1710,57-42,108615,74495,0,0
1711,J,1711,57-41,105830,74495,0,0
1712,J,1712,57-40,103045,74495,0,0
1713,J,1713,56-45,100260,74495,0,0
1714,J,1714,56-44,97475,74495,0,0
1715,J,1715,56-43,94690,74495,0,0
1716,J,1716,56-42,91905,74495,0,0
1717,J,1717,56-41,89120,74495,0,0
1718,J,1718,56-40,86335,74495,0,0
1719,J,1719,55-45,83550,74495,0,0
1720,J,1720,55-44,80765,74495,0,0
1721,J,1721,55-43,77980,74495,0,0
1722,J,1722,55-42,75195,74495,0,0
1723,J,1723,55-41,72410,74495,0,0
1724,J,1724,55-40,69625,74495,0,0
1725,J,1725,54-45,66840,74495,0,0
1726,J,1726,54-44,64055,74495,0,0
1727,J,1727,54-43,61270,74495,0,0
1728,J,1728,54-42,58485,74495,0,0
1729,J,1729,54-41,55700,74495,0,0
1730,J,1730,54-40,52915,74495,0,0
1731,J,1731,53-45,50130,74495,0,0
1732,J,1732,53-44,47345,74495,0,0
1733,J,1733,53-43,44560,74495,0,0
1734,J,1734,53-42,41775,74495,0,0
1735,J,1735,53-41,38990,74495,0,0
1736,J,1736,53-40,36205,74495,0,0
1737,J,1737,52-45,33420,74495,0,0
1738,J,1738,52-44,30635,74495,0,0
1739,J,1739,52-43,27850,74495,0,0
1740,J,1740,52-42,25065,74495,0,0
1741,J,1741,52-41,22280,74495,0,0
1742,J,1742,52-40,19495,74495,0,0
1743,J,1743,51-45,16710,74495,0,0
1744,J,1744,51-44,13925,74495,0,0
1745,J,1745,51-43,11140,74495,0,0
1746,J,1746,51-42,8355,74495,0,0
1747,J,1747,51-41,5570,74495,0,0
1748,J,1748,51-40,2785,74495,0,0
1749,J,1749,51-30,2785,76080,0,0
1750,J,1750,51-31,5570,76080,0,0
1751,J,1751,51-32,8355,76080,0,0
1752,J,1752,51-33,11140,76080,0,0
1753,J,1753,51-34,13925,76080,0,0
1754,J,1754,51-35,16710,76080,0,0
1755,J,1755,52-30,19495,76080,0,0
1756,J,1756,52-31,22280,76080,0,0
1757,J,1757,52-32,25065,76080,0,0
1758,J,1758,52-33,27850,76080,0,0
1759,J,1759,52-34,30635,76080,0,0
1760,J,1760,52-35,33420,76080,0,0
1761,J,1761,53-30,36205,76080,0,0
1762,J,1762,53-31,38990,76080,0,0
1763,J,1763,53-32,41775,76080,0,0
1764,J,1764,53-33,44560,76080,0,0
1765,J,1765,53-34,47345,76080,0,0
1766,J,1766,53-35,50130,76080,0,0
1767,J,1767,54-30,52915,76080,0,0
1768,J,1768,54-31,55700,76080,0,0
1769,J,1769,54-32,58485,76080,0,0
1770,J,1770,54-33,61270,76080,0,0
1771,J,1771,54-34,64055,76080,0,0
1772,J,1772,54-35,66840,76080,0,0
1773,J,1773,55-30,69625,76080,0,0
1774,J,1774,55-31,72410,76080,0,0
1775,J,1775,55-32,75195,76080,0,0
1776,J,1776,55-33,77980,76080,0,0
1777,J,1777,55-34,80765,76080,0,0
1778,J,1778,55-35,83550,76080,0,0
1779,J,1779,56-30,86335,76080,0,0
1780,J,1780,56-31,89120,76080,0,0
1781,J,1781,56-32,91905,76080,0,0
1782,J,1782,56-33,94690,76080,0,0
1783,J,1783,56-34,97475,76080,0,0
1784,J,1784,56-35,100260,76080,0,0
1785,J,1785,57-30,103045,76080,0,0
1786,J,1786,57-31,105830,76080,0,0
1787,J,1787,57-32,108615,76080,0,0
1788,J,1788,57-33,111400,76080,0,0
1789,J,1789,57-34,114185,76080,0,0
1790,J,1790,57-35,116970,76080,0,0
1791,J,1791,58-30,119755,76080,0,0
1792,J,1792,58-31,122540,76080,0,0
1793,J,1793,58-32,125325,76080,0,0
1794,J,1794,58-33,128110,76080,0,0
1795,J,1795,58-34,130895,76080,0,0
1796,J,1796,58-35,133680,76080,0,0
1797,J,1797,58-25,133680,77665,0,0
1798,J,1798,58-24,130895,77665,0,0
1799,J,1799,58-23,128110,77665,0,0
1800,J,1800,58-22,125325,77665,0,0
1801,J,1801,58-21,122540,77665,0,0
1802,J,1802,58-20,119755,77665,0,0
1803,J,1803,57-25,116970,77665,0,0
1804,J,1804,57-24,114185,77665,0,0
1805,J,1805,57-23,111400,77665,0,0
1806,J,1806,57-22,108615,77665,0,0
1807,J,1807,57-21,105830,77665,0,0
1808,J,1808,57-20,103045,77665,0,0
1809,J,1809,56-25,100260,77665,0,0
1810,J,1810,56-24,97475,77665,0,0
1811,J,1811,56-23,94690,77665,0,0
1812,J,1812,56-22,91905,77665,0,0
1813,J,1813,56-21,89120,77665,0,0
1814,J,1814,56-20,86335,77665,0,0
1815,J,1815,55-25,83550,77665,0,0
1816,J,1816,55-24,80765,77665,0,0
1817,J,1817,55-23,77980,77665,0,0
1818,J,1818,55-22,75195,77665,0,0
1819,J,1819,55-21,72410,77665,0,0
1820,J,1820,55-20,69625,77665,0,0
1821,J,1821,54-25,66840,77665,0,0
1822,J,1822,54-24,64055,77665,0,0
1823,J,1823,54-23,61270,77665,0,0
1824,J,1824,54-22,58485,77665,0,0
1825,J,1825,54-21,55700,77665,0,0
1826,J,1826,54-20,52915,77665,0,0
1827,J,1827,53-25,50130,77665,0,0
1828,J,1828,53-24,47345,77665,0,0
1829,J,1829,53-23,44560,77665,0,0
1830,J,1830,53-22,41775,77665,0,0
1831,J,1831,53-21,38990,77665,0,0
1832,J,1832,53-20,36205,77665,0,0
1833,J,1833,52-25,33420,77665,0,0
1834,J,1834,52-24,30635,77665,0,0
1835,J,1835,52-23,27850,77665,0,0
1836,J,1836,52-22,25065,77665,0,0
1837,J,1837,52-21,22280,77665,0,0
1838,J,1838,52-20,19495,77665,0,0
1839,J,1839,51-25,16710,77665,0,0
1840,J,1840,51-24,13925,77665,0,0
1841,J,1841,51-23,11140,77665,0,0
1842,J,1842,51-22,8355,77665,0,0
1843,J,1843,51-21,5570,77665,0,0
1844,J,1844,51-20,2785,77665,0,0
1845,J,1845,51-10,2785,79250,0,0
1846,J,1846,51-11,5570,79250,0,0
1847,J,1847,51-12,8355,79250,0,0
1848,J,1848,51-13,11140,79250,0,0
1849,J,1849,51-14,13925,79250,0,0
1850,J,1850,51-15,16710,79250,0,0
1851,J,1851,52-10,19495,79250,0,0
1852,J,1852,52-11,22280,79250,0,0
1853,J,1853,52-12,25065,79250,0,0
1854,J,1854,52-13,27850,79250,0,0
1855,J,1855,52-14,30635,79250,0,0
1856,J,1856,52-15,33420,79250,0,0
1857,J,1857,53-10,36205,79250,0,0
1858,J,1858,53-11,38990,79250,0,0
1859,J,1859,53-12,41775,79250,0,0
1860,J,1860,53-13,44560,79250,0,0
1861,J,1861,53-14,47345,79250,0,0
1862,J,1862,53-15,50130,79250,0,0
1863,J,1863,54-10,52915,79250,0,0
1864,J,1864,54-11,55700,79250,0,0
1865,J,1865,54-12,58485,79250,0,0
1866,J,1866,54-13,61270,79250,0,0
1867,J,1867,54-14,64055,79250,0,0
1868,J,1868,54-15,66840,79250,0,0
1869,J,1869,55-10,69625,79250,0,0
1870,J,1870,55-11,72410,79250,0,0
1871,J,1871,55-12,75195,79250,0,0
1872,J,1872,55-13,77980,79250,0,0
1873,J,1873,55-14,80765,79250,0,0
1874,J,1874,55-15,83550,79250,0,0
1875,J,1875,56-10,86335,79250,0,0
1876,J,1876,56-11,89120,79250,0,0
1877,J,1877,56-12,91905,79250,0,0
1878,J,1878,56-13,94690,79250,0,0
1879,J,1879,56-14,97475,79250,0,0
1880,J,1880,56-15,100260,79250,0,0
1881,J,1881,57-10,103045,79250,0,0
1882,J,1882,57-11,105830,79250,0,0
1883,J,1883,57-12,108615,79250,0,0
1884,J,1884,57-13,111400,79250,0,0
1885,J,1885,57-14,114185,79250,0,0
1886,J,1886,57-15,116970,79250,0,0
1887,J,1887,58-10,119755,79250,0,0
1888,J,1888,58-11,122540,79250,0,0
1889,J,1889,58-12,125325,79250,0,0
1890,J,1890,58-13,128110,79250,0,0
1891,J,1891,58-14,130895,79250,0,0
1892,J,1892,58-15,133680,79250,0,0
1893,J,1893,58-05,133680,80835,0,0
1894,J,1894,58-04,130895,80835,0,0
1895,J,1895,58-03,128110,80835,0,0
1896,J,1896,58-02,125325,80835,0,0
1897,J,1897,58-01,122540,80835,0,0
1898,J,1898,58-00,119755,80835,0,0
1899,J,1899,57-05,116970,80835,0,0
1900,J,1900,57-04,114185,80835,0,0
1901,J,1901,57-03,111400,80835,0,0
1902,J,1902,57-02,108615,80835,0,0
1903,J,1903,57-01,105830,80835,0,0
1904,J,1904,57-00,103045,80835,0,0
1905,J,1905,56-05,100260,80835,0,0
1906,J,1906,56-04,97475,80835,0,0
1907,J,1907,56-03,94690,80835,0,0
1908,J,1908,56-02,91905,80835,0,0
1909,J,1909,56-01,89120,80835,0,0
1910,J,1910,56-00,86335,80835,0,0
1911,J,1911,55-05,83550,80835,0,0
1912,J,1912,55-04,80765,80835,0,0
1913,J,1913,55-03,77980,80835,0,0
1914,J,1914,55-02,75195,80835,0,0
1915,J,1915,55-01,72410,80835,0,0
1916,J,1916,55-00,69625,80835,0,0
1917,J,1917,54-05,66840,80835,0,0
1918,J,1918,54-04,64055,80835,0,0
1919,J,1919,54-03,61270,80835,0,0
1920,J,1920,54-02,58485,80835,0,0
1921,J,1921,54-01,55700,80835,0,0
1922,J,1922,54-00,52915,80835,0,0
1923,J,1923,53-05,50130,80835,0,0
1924,J,1924,53-04,47345,80835,0,0
1925,J,1925,53-03,44560,80835,0,0
1926,J,1926,53-02,41775,80835,0,0
1927,J,1927,53-01,38990,80835,0,0
1928,J,1928,53-00,36205,80835,0,0
1929,J,1929,52-05,33420,80835,0,0
1930,J,1930,52-04,30635,80835,0,0
1931,J,1931,52-03,27850,80835,0,0
1932,J,1932,52-02,25065,80835,0,0
1933,J,1933,52-01,22280,80835,0,0
1934,J,1934,52-00,19495,80835,0,0
1935,J,1935,51-05,16710,80835,0,0
1936,J,1936,51-04,13925,80835,0,0
1937,J,1937,51-03,11140,80835,0,0
1938,J,1938,51-02,8355,80835,0,0
1939,J,1939,51-01,5570,80835,0,0
1940,J,1940,51-00,2785,80835,0,0
1941,J,1941,41-71,5570,82420,0,0
1942,J,1942,41-72,8355,82420,0,0
1943,J,1943,41-73,11140,82420,0,0
1944,J,1944,41-74,13925,82420,0,0
1945,J,1945,41-75,16710,82420,0,0
1946,J,1946,42-70,19495,82420,0,0
1947,J,1947,42-71,22280,82420,0,0
1948,J,1948,42-72,25065,82420,0,0
1949,J,1949,42-73,27850,82420,0,0
1950,J,1950,42-74,30635,82420,0,0
1951,J,1951,42-75,33420,82420,0,0
1952,J,1952,43-70,36205,82420,0,0
1953,J,1953,43-71,38990,82420,0,0
1954,J,1954,43-72,41775,82420,0,0
1955,J,1955,43-73,44560,82420,0,0
1956,J,1956,43-74,47345,82420,0,0
1957,J,1957,43-75,50130,82420,0,0
1958,J,1958,44-70,52915,82420,0,0
1959,J,1959,44-71,55700,82420,0,0
1960,J,1960,44-72,58485,82420,0,0
1961,J,1961,44-73,61270,82420,0,0
1962,J,1962,44-74,64055,82420,0,0
1963,J,1963,44-75,66840,82420,0,0
1964,J,1964,45-70,69625,82420,0,0
1965,J,1965,45-71,72410,82420,0,0
1966,J,1966,45-72,75195,82420,0,0
1967,J,1967,45-73,77980,82420,0,0
1968,J,1968,45-74,80765,82420,0,0
1969,J,1969,45-75,83550,82420,0,0
1970,J,1970,46-70,86335,82420,0,0
1971,J,1971,46-71,89120,82420,0,0
1972,J,1972,46-72,91905,82420,0,0
1973,J,1973,46-73,94690,82420,0,0
1974,J,1974,46-74,97475,82420,0,0
1975,J,1975,46-75,100260,82420,0,0
