DIE_ID,DIE_ID_4UP,DIE_ID_16UP,ABS_COL,ABS_ROW,INTRA_COL,INTRA_ROW,COLUMN_RETICLE,ROW_RETICLE,NOM_X_MM_1UP,NOM_Y_MM_1UP,EG_MOX_1UP,EG_MOY_1UP,EG_MOX_4UP,EG_MOY_4UP,EG_MOX_16UP,EG_MOY_16UP,ACCR_JY_1UP,ACCR_JX_1UP,ACCR_JY_4UP,ACCR_JX_4UP,ACCR_JY_16UP,ACCR_JX_16UP
9-1-7-19,T-9-1-7-19,T-9-1-7-19,63,133,9,1,7,19,-5.425,71.61,1,63,,,,,63,-1,,,,
9-2-7-19,T-9-2-7-19,T-9-2-7-19,63,132,9,2,7,19,-5.425,70.525,1,62,,,,,62,-1,,,,
9-3-7-19,T-9-3-7-19,T-9-3-7-19,63,131,9,3,7,19,-5.425,69.44,1,61,,,,,61,-1,,,,
9-4-7-19,T-9-4-7-19,T-9-4-7-19,63,130,9,4,7,19,-5.425,68.355,1,60,,,,,60,-1,,,,
9-5-7-19,T-9-5-7-19,T-9-5-7-19,63,129,9,5,7,19,-5.425,67.27,1,59,,,,,59,-1,,,,
9-6-7-19,T-9-6-7-19,T-9-6-7-19,63,128,9,6,7,19,-5.425,66.185,1,58,,,,,58,-1,,,,
1-7-7-19,T-1-7-7-19,T-1-7-7-19,55,127,1,7,7,19,-14.105,65.1,9,57,,,,,57,-9,,,,
2-7-7-19,T-2-7-7-19,T-2-7-7-19,56,127,2,7,7,19,-13.02,65.1,8,57,,,,,57,-8,,,,
3-7-7-19,T-3-7-7-19,T-3-7-7-19,57,127,3,7,7,19,-11.935,65.1,7,57,,,,,57,-7,,,,
4-7-7-19,T-4-7-7-19,T-4-7-7-19,58,127,4,7,7,19,-10.85,65.1,6,57,,,,,57,-6,,,,
5-7-7-19,T-5-7-7-19,T-5-7-7-19,59,127,5,7,7,19,-9.765,65.1,5,57,,,,,57,-5,,,,
6-7-7-19,T-6-7-7-19,T-6-7-7-19,60,127,6,7,7,19,-8.68,65.1,4,57,,,,,57,-4,,,,
7-7-7-19,T-7-7-7-19,T-7-7-7-19,61,127,7,7,7,19,-7.595,65.1,3,57,,,,,57,-3,,,,
8-7-7-19,T-8-7-7-19,T-8-7-7-19,62,127,8,7,7,19,-6.51,65.1,2,57,,,,,57,-2,,,,
9-7-7-19,T-9-7-7-19,T-9-7-7-19,63,127,9,7,7,19,-5.425,65.1,1,57,,,,,57,-1,,,,
9-1-8-19,T-9-1-8-19,T-9-1-8-19,72,133,9,1,8,19,4.34,71.61,-8,63,,,,,63,8,,,,
9-2-8-19,T-9-2-8-19,T-9-2-8-19,72,132,9,2,8,19,4.34,70.525,-8,62,,,,,62,8,,,,
9-3-8-19,T-9-3-8-19,T-9-3-8-19,72,131,9,3,8,19,4.34,69.44,-8,61,,,,,61,8,,,,
9-4-8-19,T-9-4-8-19,T-9-4-8-19,72,130,9,4,8,19,4.34,68.355,-8,60,,,,,60,8,,,,
9-5-8-19,T-9-5-8-19,T-9-5-8-19,72,129,9,5,8,19,4.34,67.27,-8,59,,,,,59,8,,,,
9-6-8-19,T-9-6-8-19,T-9-6-8-19,72,128,9,6,8,19,4.34,66.185,-8,58,,,,,58,8,,,,
1-7-8-19,T-1-7-8-19,T-1-7-8-19,64,127,1,7,8,19,-4.34,65.1,0,57,,,,,57,0,,,,
2-7-8-19,T-2-7-8-19,T-2-7-8-19,65,127,2,7,8,19,-3.255,65.1,-1,57,,,,,57,1,,,,
3-7-8-19,T-3-7-8-19,T-3-7-8-19,66,127,3,7,8,19,-2.17,65.1,-2,57,,,,,57,2,,,,
4-7-8-19,T-4-7-8-19,T-4-7-8-19,67,127,4,7,8,19,-1.085,65.1,-3,57,,,,,57,3,,,,
5-7-8-19,T-5-7-8-19,T-5-7-8-19,68,127,5,7,8,19,0,65.1,-4,57,,,,,57,4,,,,
6-7-8-19,T-6-7-8-19,T-6-7-8-19,69,127,6,7,8,19,1.085,65.1,-5,57,,,,,57,5,,,,
7-7-8-19,T-7-7-8-19,T-7-7-8-19,70,127,7,7,8,19,2.17,65.1,-6,57,,,,,57,6,,,,
8-7-8-19,T-8-7-8-19,T-8-7-8-19,71,127,8,7,8,19,3.255,65.1,-7,57,,,,,57,7,,,,
9-7-8-19,T-9-7-8-19,T-9-7-8-19,72,127,9,7,8,19,4.34,65.1,-8,57,,,,,57,8,,,,
9-1-9-19,T-9-1-9-19,T-9-1-9-19,81,133,9,1,9,19,14.105,71.61,-17,63,,,,,63,17,,,,
9-2-9-19,T-9-2-9-19,T-9-2-9-19,81,132,9,2,9,19,14.105,70.525,-17,62,,,,,62,17,,,,
9-3-9-19,T-9-3-9-19,T-9-3-9-19,81,131,9,3,9,19,14.105,69.44,-17,61,,,,,61,17,,,,
9-4-9-19,T-9-4-9-19,T-9-4-9-19,81,130,9,4,9,19,14.105,68.355,-17,60,,,,,60,17,,,,
9-5-9-19,T-9-5-9-19,T-9-5-9-19,81,129,9,5,9,19,14.105,67.27,-17,59,,,,,59,17,,,,
9-6-9-19,T-9-6-9-19,T-9-6-9-19,81,128,9,6,9,19,14.105,66.185,-17,58,,,,,58,17,,,,
1-7-9-19,T-1-7-9-19,T-1-7-9-19,73,127,1,7,9,19,5.425,65.1,-9,57,,,,,57,9,,,,
2-7-9-19,T-2-7-9-19,T-2-7-9-19,74,127,2,7,9,19,6.51,65.1,-10,57,,,,,57,10,,,,
3-7-9-19,T-3-7-9-19,T-3-7-9-19,75,127,3,7,9,19,7.595,65.1,-11,57,,,,,57,11,,,,
4-7-9-19,T-4-7-9-19,T-4-7-9-19,76,127,4,7,9,19,8.68,65.1,-12,57,,,,,57,12,,,,
5-7-9-19,T-5-7-9-19,T-5-7-9-19,77,127,5,7,9,19,9.765,65.1,-13,57,,,,,57,13,,,,
6-7-9-19,T-6-7-9-19,T-6-7-9-19,78,127,6,7,9,19,10.85,65.1,-14,57,,,,,57,14,,,,
7-7-9-19,T-7-7-9-19,T-7-7-9-19,79,127,7,7,9,19,11.935,65.1,-15,57,,,,,57,15,,,,
8-7-9-19,T-8-7-9-19,T-8-7-9-19,80,127,8,7,9,19,13.02,65.1,-16,57,,,,,57,16,,,,
9-7-9-19,T-9-7-9-19,T-9-7-9-19,81,127,9,7,9,19,14.105,65.1,-17,57,,,,,57,17,,,,
9-1-5-18,T-9-1-5-18,T-9-1-5-18,45,126,9,1,5,18,-24.955,64.015,19,56,,,,,56,-19,,,,
9-2-5-18,T-9-2-5-18,T-9-2-5-18,45,125,9,2,5,18,-24.955,62.93,19,55,,,,,55,-19,,,,
9-3-5-18,T-9-3-5-18,T-9-3-5-18,45,124,9,3,5,18,-24.955,61.845,19,54,,,,,54,-19,,,,
9-4-5-18,T-9-4-5-18,T-9-4-5-18,45,123,9,4,5,18,-24.955,60.76,19,53,,,,,53,-19,,,,
9-5-5-18,T-9-5-5-18,T-9-5-5-18,45,122,9,5,5,18,-24.955,59.675,19,52,,,,,52,-19,,,,
9-6-5-18,T-9-6-5-18,T-9-6-5-18,45,121,9,6,5,18,-24.955,58.59,19,51,,,,,51,-19,,,,
1-7-5-18,T-1-7-5-18,T-1-7-5-18,37,120,1,7,5,18,-33.635,57.505,27,50,,,,,50,-27,,,,
2-7-5-18,T-2-7-5-18,T-2-7-5-18,38,120,2,7,5,18,-32.55,57.505,26,50,,,,,50,-26,,,,
3-7-5-18,T-3-7-5-18,T-3-7-5-18,39,120,3,7,5,18,-31.465,57.505,25,50,,,,,50,-25,,,,
4-7-5-18,T-4-7-5-18,T-4-7-5-18,40,120,4,7,5,18,-30.38,57.505,24,50,,,,,50,-24,,,,
5-7-5-18,T-5-7-5-18,T-5-7-5-18,41,120,5,7,5,18,-29.295,57.505,23,50,,,,,50,-23,,,,
6-7-5-18,T-6-7-5-18,T-6-7-5-18,42,120,6,7,5,18,-28.21,57.505,22,50,,,,,50,-22,,,,
7-7-5-18,T-7-7-5-18,T-7-7-5-18,43,120,7,7,5,18,-27.125,57.505,21,50,,,,,50,-21,,,,
8-7-5-18,T-8-7-5-18,T-8-7-5-18,44,120,8,7,5,18,-26.04,57.505,20,50,,,,,50,-20,,,,
9-7-5-18,T-9-7-5-18,T-9-7-5-18,45,120,9,7,5,18,-24.955,57.505,19,50,,,,,50,-19,,,,
9-1-6-18,T-9-1-6-18,T-9-1-6-18,54,126,9,1,6,18,-15.19,64.015,10,56,,,,,56,-10,,,,
9-2-6-18,T-9-2-6-18,T-9-2-6-18,54,125,9,2,6,18,-15.19,62.93,10,55,,,,,55,-10,,,,
9-3-6-18,T-9-3-6-18,T-9-3-6-18,54,124,9,3,6,18,-15.19,61.845,10,54,,,,,54,-10,,,,
9-4-6-18,T-9-4-6-18,T-9-4-6-18,54,123,9,4,6,18,-15.19,60.76,10,53,,,,,53,-10,,,,
9-5-6-18,T-9-5-6-18,T-9-5-6-18,54,122,9,5,6,18,-15.19,59.675,10,52,,,,,52,-10,,,,
9-6-6-18,T-9-6-6-18,T-9-6-6-18,54,121,9,6,6,18,-15.19,58.59,10,51,,,,,51,-10,,,,
1-7-6-18,T-1-7-6-18,T-1-7-6-18,46,120,1,7,6,18,-23.87,57.505,18,50,,,,,50,-18,,,,
2-7-6-18,T-2-7-6-18,T-2-7-6-18,47,120,2,7,6,18,-22.785,57.505,17,50,,,,,50,-17,,,,
3-7-6-18,T-3-7-6-18,T-3-7-6-18,48,120,3,7,6,18,-21.7,57.505,16,50,,,,,50,-16,,,,
4-7-6-18,T-4-7-6-18,T-4-7-6-18,49,120,4,7,6,18,-20.615,57.505,15,50,,,,,50,-15,,,,
5-7-6-18,T-5-7-6-18,T-5-7-6-18,50,120,5,7,6,18,-19.53,57.505,14,50,,,,,50,-14,,,,
6-7-6-18,T-6-7-6-18,T-6-7-6-18,51,120,6,7,6,18,-18.445,57.505,13,50,,,,,50,-13,,,,
7-7-6-18,T-7-7-6-18,T-7-7-6-18,52,120,7,7,6,18,-17.36,57.505,12,50,,,,,50,-12,,,,
8-7-6-18,T-8-7-6-18,T-8-7-6-18,53,120,8,7,6,18,-16.275,57.505,11,50,,,,,50,-11,,,,
9-7-6-18,T-9-7-6-18,T-9-7-6-18,54,120,9,7,6,18,-15.19,57.505,10,50,,,,,50,-10,,,,
9-1-7-18,T-9-1-7-18,T-9-1-7-18,63,126,9,1,7,18,-5.425,64.015,1,56,,,,,56,-1,,,,
9-2-7-18,T-9-2-7-18,T-9-2-7-18,63,125,9,2,7,18,-5.425,62.93,1,55,,,,,55,-1,,,,
9-3-7-18,T-9-3-7-18,T-9-3-7-18,63,124,9,3,7,18,-5.425,61.845,1,54,,,,,54,-1,,,,
9-4-7-18,T-9-4-7-18,T-9-4-7-18,63,123,9,4,7,18,-5.425,60.76,1,53,,,,,53,-1,,,,
9-5-7-18,T-9-5-7-18,T-9-5-7-18,63,122,9,5,7,18,-5.425,59.675,1,52,,,,,52,-1,,,,
9-6-7-18,T-9-6-7-18,T-9-6-7-18,63,121,9,6,7,18,-5.425,58.59,1,51,,,,,51,-1,,,,
1-7-7-18,T-1-7-7-18,T-1-7-7-18,55,120,1,7,7,18,-14.105,57.505,9,50,,,,,50,-9,,,,
2-7-7-18,T-2-7-7-18,T-2-7-7-18,56,120,2,7,7,18,-13.02,57.505,8,50,,,,,50,-8,,,,
3-7-7-18,T-3-7-7-18,T-3-7-7-18,57,120,3,7,7,18,-11.935,57.505,7,50,,,,,50,-7,,,,
4-7-7-18,T-4-7-7-18,T-4-7-7-18,58,120,4,7,7,18,-10.85,57.505,6,50,,,,,50,-6,,,,
5-7-7-18,T-5-7-7-18,T-5-7-7-18,59,120,5,7,7,18,-9.765,57.505,5,50,,,,,50,-5,,,,
6-7-7-18,T-6-7-7-18,T-6-7-7-18,60,120,6,7,7,18,-8.68,57.505,4,50,,,,,50,-4,,,,
7-7-7-18,T-7-7-7-18,T-7-7-7-18,61,120,7,7,7,18,-7.595,57.505,3,50,,,,,50,-3,,,,
8-7-7-18,T-8-7-7-18,T-8-7-7-18,62,120,8,7,7,18,-6.51,57.505,2,50,,,,,50,-2,,,,
9-7-7-18,T-9-7-7-18,T-9-7-7-18,63,120,9,7,7,18,-5.425,57.505,1,50,,,,,50,-1,,,,
9-1-8-18,T-9-1-8-18,T-9-1-8-18,72,126,9,1,8,18,4.34,64.015,-8,56,,,,,56,8,,,,
9-2-8-18,T-9-2-8-18,T-9-2-8-18,72,125,9,2,8,18,4.34,62.93,-8,55,,,,,55,8,,,,
9-3-8-18,T-9-3-8-18,T-9-3-8-18,72,124,9,3,8,18,4.34,61.845,-8,54,,,,,54,8,,,,
9-4-8-18,T-9-4-8-18,T-9-4-8-18,72,123,9,4,8,18,4.34,60.76,-8,53,,,,,53,8,,,,
9-5-8-18,T-9-5-8-18,T-9-5-8-18,72,122,9,5,8,18,4.34,59.675,-8,52,,,,,52,8,,,,
9-6-8-18,T-9-6-8-18,T-9-6-8-18,72,121,9,6,8,18,4.34,58.59,-8,51,,,,,51,8,,,,
1-7-8-18,T-1-7-8-18,T-1-7-8-18,64,120,1,7,8,18,-4.34,57.505,0,50,,,,,50,0,,,,
2-7-8-18,T-2-7-8-18,T-2-7-8-18,65,120,2,7,8,18,-3.255,57.505,-1,50,,,,,50,1,,,,
3-7-8-18,T-3-7-8-18,T-3-7-8-18,66,120,3,7,8,18,-2.17,57.505,-2,50,,,,,50,2,,,,
4-7-8-18,T-4-7-8-18,T-4-7-8-18,67,120,4,7,8,18,-1.085,57.505,-3,50,,,,,50,3,,,,
5-7-8-18,T-5-7-8-18,T-5-7-8-18,68,120,5,7,8,18,0,57.505,-4,50,,,,,50,4,,,,
6-7-8-18,T-6-7-8-18,T-6-7-8-18,69,120,6,7,8,18,1.085,57.505,-5,50,,,,,50,5,,,,
7-7-8-18,T-7-7-8-18,T-7-7-8-18,70,120,7,7,8,18,2.17,57.505,-6,50,,,,,50,6,,,,
8-7-8-18,T-8-7-8-18,T-8-7-8-18,71,120,8,7,8,18,3.255,57.505,-7,50,,,,,50,7,,,,
9-7-8-18,T-9-7-8-18,T-9-7-8-18,72,120,9,7,8,18,4.34,57.505,-8,50,,,,,50,8,,,,
9-1-9-18,T-9-1-9-18,T-9-1-9-18,81,126,9,1,9,18,14.105,64.015,-17,56,,,,,56,17,,,,
9-2-9-18,T-9-2-9-18,T-9-2-9-18,81,125,9,2,9,18,14.105,62.93,-17,55,,,,,55,17,,,,
9-3-9-18,T-9-3-9-18,T-9-3-9-18,81,124,9,3,9,18,14.105,61.845,-17,54,,,,,54,17,,,,
9-4-9-18,T-9-4-9-18,T-9-4-9-18,81,123,9,4,9,18,14.105,60.76,-17,53,,,,,53,17,,,,
9-5-9-18,T-9-5-9-18,T-9-5-9-18,81,122,9,5,9,18,14.105,59.675,-17,52,,,,,52,17,,,,
9-6-9-18,T-9-6-9-18,T-9-6-9-18,81,121,9,6,9,18,14.105,58.59,-17,51,,,,,51,17,,,,
1-7-9-18,T-1-7-9-18,T-1-7-9-18,73,120,1,7,9,18,5.425,57.505,-9,50,,,,,50,9,,,,
2-7-9-18,T-2-7-9-18,T-2-7-9-18,74,120,2,7,9,18,6.51,57.505,-10,50,,,,,50,10,,,,
3-7-9-18,T-3-7-9-18,T-3-7-9-18,75,120,3,7,9,18,7.595,57.505,-11,50,,,,,50,11,,,,
4-7-9-18,T-4-7-9-18,T-4-7-9-18,76,120,4,7,9,18,8.68,57.505,-12,50,,,,,50,12,,,,
5-7-9-18,T-5-7-9-18,T-5-7-9-18,77,120,5,7,9,18,9.765,57.505,-13,50,,,,,50,13,,,,
6-7-9-18,T-6-7-9-18,T-6-7-9-18,78,120,6,7,9,18,10.85,57.505,-14,50,,,,,50,14,,,,
7-7-9-18,T-7-7-9-18,T-7-7-9-18,79,120,7,7,9,18,11.935,57.505,-15,50,,,,,50,15,,,,
8-7-9-18,T-8-7-9-18,T-8-7-9-18,80,120,8,7,9,18,13.02,57.505,-16,50,,,,,50,16,,,,
9-7-9-18,T-9-7-9-18,T-9-7-9-18,81,120,9,7,9,18,14.105,57.505,-17,50,,,,,50,17,,,,
9-1-10-18,T-9-1-10-18,T-9-1-10-18,90,126,9,1,10,18,23.87,64.015,-26,56,,,,,56,26,,,,
9-2-10-18,T-9-2-10-18,T-9-2-10-18,90,125,9,2,10,18,23.87,62.93,-26,55,,,,,55,26,,,,
9-3-10-18,T-9-3-10-18,T-9-3-10-18,90,124,9,3,10,18,23.87,61.845,-26,54,,,,,54,26,,,,
9-4-10-18,T-9-4-10-18,T-9-4-10-18,90,123,9,4,10,18,23.87,60.76,-26,53,,,,,53,26,,,,
9-5-10-18,T-9-5-10-18,T-9-5-10-18,90,122,9,5,10,18,23.87,59.675,-26,52,,,,,52,26,,,,
9-6-10-18,T-9-6-10-18,T-9-6-10-18,90,121,9,6,10,18,23.87,58.59,-26,51,,,,,51,26,,,,
1-7-10-18,T-1-7-10-18,T-1-7-10-18,82,120,1,7,10,18,15.19,57.505,-18,50,,,,,50,18,,,,
2-7-10-18,T-2-7-10-18,T-2-7-10-18,83,120,2,7,10,18,16.275,57.505,-19,50,,,,,50,19,,,,
3-7-10-18,T-3-7-10-18,T-3-7-10-18,84,120,3,7,10,18,17.36,57.505,-20,50,,,,,50,20,,,,
4-7-10-18,T-4-7-10-18,T-4-7-10-18,85,120,4,7,10,18,18.445,57.505,-21,50,,,,,50,21,,,,
5-7-10-18,T-5-7-10-18,T-5-7-10-18,86,120,5,7,10,18,19.53,57.505,-22,50,,,,,50,22,,,,
6-7-10-18,T-6-7-10-18,T-6-7-10-18,87,120,6,7,10,18,20.615,57.505,-23,50,,,,,50,23,,,,
7-7-10-18,T-7-7-10-18,T-7-7-10-18,88,120,7,7,10,18,21.7,57.505,-24,50,,,,,50,24,,,,
8-7-10-18,T-8-7-10-18,T-8-7-10-18,89,120,8,7,10,18,22.785,57.505,-25,50,,,,,50,25,,,,
9-7-10-18,T-9-7-10-18,T-9-7-10-18,90,120,9,7,10,18,23.87,57.505,-26,50,,,,,50,26,,,,
9-1-11-18,T-9-1-11-18,T-9-1-11-18,99,126,9,1,11,18,33.635,64.015,-35,56,,,,,56,35,,,,
9-2-11-18,T-9-2-11-18,T-9-2-11-18,99,125,9,2,11,18,33.635,62.93,-35,55,,,,,55,35,,,,
9-3-11-18,T-9-3-11-18,T-9-3-11-18,99,124,9,3,11,18,33.635,61.845,-35,54,,,,,54,35,,,,
9-4-11-18,T-9-4-11-18,T-9-4-11-18,99,123,9,4,11,18,33.635,60.76,-35,53,,,,,53,35,,,,
9-5-11-18,T-9-5-11-18,T-9-5-11-18,99,122,9,5,11,18,33.635,59.675,-35,52,,,,,52,35,,,,
9-6-11-18,T-9-6-11-18,T-9-6-11-18,99,121,9,6,11,18,33.635,58.59,-35,51,,,,,51,35,,,,
1-7-11-18,T-1-7-11-18,T-1-7-11-18,91,120,1,7,11,18,24.955,57.505,-27,50,,,,,50,27,,,,
2-7-11-18,T-2-7-11-18,T-2-7-11-18,92,120,2,7,11,18,26.04,57.505,-28,50,,,,,50,28,,,,
3-7-11-18,T-3-7-11-18,T-3-7-11-18,93,120,3,7,11,18,27.125,57.505,-29,50,,,,,50,29,,,,
4-7-11-18,T-4-7-11-18,T-4-7-11-18,94,120,4,7,11,18,28.21,57.505,-30,50,,,,,50,30,,,,
5-7-11-18,T-5-7-11-18,T-5-7-11-18,95,120,5,7,11,18,29.295,57.505,-31,50,,,,,50,31,,,,
6-7-11-18,T-6-7-11-18,T-6-7-11-18,96,120,6,7,11,18,30.38,57.505,-32,50,,,,,50,32,,,,
7-7-11-18,T-7-7-11-18,T-7-7-11-18,97,120,7,7,11,18,31.465,57.505,-33,50,,,,,50,33,,,,
8-7-11-18,T-8-7-11-18,T-8-7-11-18,98,120,8,7,11,18,32.55,57.505,-34,50,,,,,50,34,,,,
9-7-11-18,T-9-7-11-18,T-9-7-11-18,99,120,9,7,11,18,33.635,57.505,-35,50,,,,,50,35,,,,
9-1-4-17,T-9-1-4-17,T-9-1-4-17,36,119,9,1,4,17,-34.72,56.42,28,49,,,,,49,-28,,,,
9-2-4-17,T-9-2-4-17,T-9-2-4-17,36,118,9,2,4,17,-34.72,55.335,28,48,,,,,48,-28,,,,
9-3-4-17,T-9-3-4-17,T-9-3-4-17,36,117,9,3,4,17,-34.72,54.25,28,47,,,,,47,-28,,,,
9-4-4-17,T-9-4-4-17,T-9-4-4-17,36,116,9,4,4,17,-34.72,53.165,28,46,,,,,46,-28,,,,
9-5-4-17,T-9-5-4-17,T-9-5-4-17,36,115,9,5,4,17,-34.72,52.08,28,45,,,,,45,-28,,,,
9-6-4-17,T-9-6-4-17,T-9-6-4-17,36,114,9,6,4,17,-34.72,50.995,28,44,,,,,44,-28,,,,
1-7-4-17,T-1-7-4-17,T-1-7-4-17,28,113,1,7,4,17,-43.4,49.91,36,43,,,,,43,-36,,,,
2-7-4-17,T-2-7-4-17,T-2-7-4-17,29,113,2,7,4,17,-42.315,49.91,35,43,,,,,43,-35,,,,
3-7-4-17,T-3-7-4-17,T-3-7-4-17,30,113,3,7,4,17,-41.23,49.91,34,43,,,,,43,-34,,,,
4-7-4-17,T-4-7-4-17,T-4-7-4-17,31,113,4,7,4,17,-40.145,49.91,33,43,,,,,43,-33,,,,
5-7-4-17,T-5-7-4-17,T-5-7-4-17,32,113,5,7,4,17,-39.06,49.91,32,43,,,,,43,-32,,,,
6-7-4-17,T-6-7-4-17,T-6-7-4-17,33,113,6,7,4,17,-37.975,49.91,31,43,,,,,43,-31,,,,
7-7-4-17,T-7-7-4-17,T-7-7-4-17,34,113,7,7,4,17,-36.89,49.91,30,43,,,,,43,-30,,,,
8-7-4-17,T-8-7-4-17,T-8-7-4-17,35,113,8,7,4,17,-35.805,49.91,29,43,,,,,43,-29,,,,
9-7-4-17,T-9-7-4-17,T-9-7-4-17,36,113,9,7,4,17,-34.72,49.91,28,43,,,,,43,-28,,,,
9-1-5-17,T-9-1-5-17,T-9-1-5-17,45,119,9,1,5,17,-24.955,56.42,19,49,,,,,49,-19,,,,
9-2-5-17,T-9-2-5-17,T-9-2-5-17,45,118,9,2,5,17,-24.955,55.335,19,48,,,,,48,-19,,,,
9-3-5-17,T-9-3-5-17,T-9-3-5-17,45,117,9,3,5,17,-24.955,54.25,19,47,,,,,47,-19,,,,
9-4-5-17,T-9-4-5-17,T-9-4-5-17,45,116,9,4,5,17,-24.955,53.165,19,46,,,,,46,-19,,,,
9-5-5-17,T-9-5-5-17,T-9-5-5-17,45,115,9,5,5,17,-24.955,52.08,19,45,,,,,45,-19,,,,
9-6-5-17,T-9-6-5-17,T-9-6-5-17,45,114,9,6,5,17,-24.955,50.995,19,44,,,,,44,-19,,,,
1-7-5-17,T-1-7-5-17,T-1-7-5-17,37,113,1,7,5,17,-33.635,49.91,27,43,,,,,43,-27,,,,
2-7-5-17,T-2-7-5-17,T-2-7-5-17,38,113,2,7,5,17,-32.55,49.91,26,43,,,,,43,-26,,,,
3-7-5-17,T-3-7-5-17,T-3-7-5-17,39,113,3,7,5,17,-31.465,49.91,25,43,,,,,43,-25,,,,
4-7-5-17,T-4-7-5-17,T-4-7-5-17,40,113,4,7,5,17,-30.38,49.91,24,43,,,,,43,-24,,,,
5-7-5-17,T-5-7-5-17,T-5-7-5-17,41,113,5,7,5,17,-29.295,49.91,23,43,,,,,43,-23,,,,
6-7-5-17,T-6-7-5-17,T-6-7-5-17,42,113,6,7,5,17,-28.21,49.91,22,43,,,,,43,-22,,,,
7-7-5-17,T-7-7-5-17,T-7-7-5-17,43,113,7,7,5,17,-27.125,49.91,21,43,,,,,43,-21,,,,
8-7-5-17,T-8-7-5-17,T-8-7-5-17,44,113,8,7,5,17,-26.04,49.91,20,43,,,,,43,-20,,,,
9-7-5-17,T-9-7-5-17,T-9-7-5-17,45,113,9,7,5,17,-24.955,49.91,19,43,,,,,43,-19,,,,
9-1-6-17,T-9-1-6-17,T-9-1-6-17,54,119,9,1,6,17,-15.19,56.42,10,49,,,,,49,-10,,,,
9-2-6-17,T-9-2-6-17,T-9-2-6-17,54,118,9,2,6,17,-15.19,55.335,10,48,,,,,48,-10,,,,
9-3-6-17,T-9-3-6-17,T-9-3-6-17,54,117,9,3,6,17,-15.19,54.25,10,47,,,,,47,-10,,,,
9-4-6-17,T-9-4-6-17,T-9-4-6-17,54,116,9,4,6,17,-15.19,53.165,10,46,,,,,46,-10,,,,
9-5-6-17,T-9-5-6-17,T-9-5-6-17,54,115,9,5,6,17,-15.19,52.08,10,45,,,,,45,-10,,,,
9-6-6-17,T-9-6-6-17,T-9-6-6-17,54,114,9,6,6,17,-15.19,50.995,10,44,,,,,44,-10,,,,
1-7-6-17,T-1-7-6-17,T-1-7-6-17,46,113,1,7,6,17,-23.87,49.91,18,43,,,,,43,-18,,,,
2-7-6-17,T-2-7-6-17,T-2-7-6-17,47,113,2,7,6,17,-22.785,49.91,17,43,,,,,43,-17,,,,
3-7-6-17,T-3-7-6-17,T-3-7-6-17,48,113,3,7,6,17,-21.7,49.91,16,43,,,,,43,-16,,,,
4-7-6-17,T-4-7-6-17,T-4-7-6-17,49,113,4,7,6,17,-20.615,49.91,15,43,,,,,43,-15,,,,
5-7-6-17,T-5-7-6-17,T-5-7-6-17,50,113,5,7,6,17,-19.53,49.91,14,43,,,,,43,-14,,,,
6-7-6-17,T-6-7-6-17,T-6-7-6-17,51,113,6,7,6,17,-18.445,49.91,13,43,,,,,43,-13,,,,
7-7-6-17,T-7-7-6-17,T-7-7-6-17,52,113,7,7,6,17,-17.36,49.91,12,43,,,,,43,-12,,,,
8-7-6-17,T-8-7-6-17,T-8-7-6-17,53,113,8,7,6,17,-16.275,49.91,11,43,,,,,43,-11,,,,
9-7-6-17,T-9-7-6-17,T-9-7-6-17,54,113,9,7,6,17,-15.19,49.91,10,43,,,,,43,-10,,,,
9-1-7-17,T-9-1-7-17,T-9-1-7-17,63,119,9,1,7,17,-5.425,56.42,1,49,,,,,49,-1,,,,
9-2-7-17,T-9-2-7-17,T-9-2-7-17,63,118,9,2,7,17,-5.425,55.335,1,48,,,,,48,-1,,,,
9-3-7-17,T-9-3-7-17,T-9-3-7-17,63,117,9,3,7,17,-5.425,54.25,1,47,,,,,47,-1,,,,
9-4-7-17,T-9-4-7-17,T-9-4-7-17,63,116,9,4,7,17,-5.425,53.165,1,46,,,,,46,-1,,,,
9-5-7-17,T-9-5-7-17,T-9-5-7-17,63,115,9,5,7,17,-5.425,52.08,1,45,,,,,45,-1,,,,
9-6-7-17,T-9-6-7-17,T-9-6-7-17,63,114,9,6,7,17,-5.425,50.995,1,44,,,,,44,-1,,,,
1-7-7-17,T-1-7-7-17,T-1-7-7-17,55,113,1,7,7,17,-14.105,49.91,9,43,,,,,43,-9,,,,
2-7-7-17,T-2-7-7-17,T-2-7-7-17,56,113,2,7,7,17,-13.02,49.91,8,43,,,,,43,-8,,,,
3-7-7-17,T-3-7-7-17,T-3-7-7-17,57,113,3,7,7,17,-11.935,49.91,7,43,,,,,43,-7,,,,
4-7-7-17,T-4-7-7-17,T-4-7-7-17,58,113,4,7,7,17,-10.85,49.91,6,43,,,,,43,-6,,,,
5-7-7-17,T-5-7-7-17,T-5-7-7-17,59,113,5,7,7,17,-9.765,49.91,5,43,,,,,43,-5,,,,
6-7-7-17,T-6-7-7-17,T-6-7-7-17,60,113,6,7,7,17,-8.68,49.91,4,43,,,,,43,-4,,,,
7-7-7-17,T-7-7-7-17,T-7-7-7-17,61,113,7,7,7,17,-7.595,49.91,3,43,,,,,43,-3,,,,
8-7-7-17,T-8-7-7-17,T-8-7-7-17,62,113,8,7,7,17,-6.51,49.91,2,43,,,,,43,-2,,,,
