DIE_ID,DIE_ID_4UP,DIE_ID_16UP,ABS_COL,ABS_ROW,INTRA_COL,INTRA_ROW,COLUMN_RETICLE,ROW_RETICLE,NOM_X_MM_1UP,NOM_Y_MM_1UP,EG_MOX_1UP,EG_MOY_1UP,EG_MOX_4UP,EG_MOY_4UP,EG_MOX_16UP,EG_MOY_16UP,ACCR_JY_1UP,ACCR_JX_1UP,ACCR_JY_4UP,ACCR_JX_4UP,ACCR_JY_16UP,ACCR_JX_16UP
9-7-13-14,T-9-7-13-14,T-9-7-13-14,117,92,9,7,13,14,53.165,27.125,-53,22,,,,,22,53,,,,
9-1-14-14,T-9-1-14-14,T-9-1-14-14,126,98,9,1,14,14,62.93,33.635,-62,28,,,,,28,62,,,,
9-2-14-14,T-9-2-14-14,T-9-2-14-14,126,97,9,2,14,14,62.93,32.55,-62,27,,,,,27,62,,,,
9-3-14-14,T-9-3-14-14,T-9-3-14-14,126,96,9,3,14,14,62.93,31.465,-62,26,,,,,26,62,,,,
9-4-14-14,T-9-4-14-14,T-9-4-14-14,126,95,9,4,14,14,62.93,30.38,-62,25,,,,,25,62,,,,
9-5-14-14,T-9-5-14-14,T-9-5-14-14,126,94,9,5,14,14,62.93,29.295,-62,24,,,,,24,62,,,,
9-6-14-14,T-9-6-14-14,T-9-6-14-14,126,93,9,6,14,14,62.93,28.21,-62,23,,,,,23,62,,,,
1-7-14-14,T-1-7-14-14,T-1-7-14-14,118,92,1,7,14,14,54.25,27.125,-54,22,,,,,22,54,,,,
2-7-14-14,T-2-7-14-14,T-2-7-14-14,119,92,2,7,14,14,55.335,27.125,-55,22,,,,,22,55,,,,
3-7-14-14,T-3-7-14-14,T-3-7-14-14,120,92,3,7,14,14,56.42,27.125,-56,22,,,,,22,56,,,,
4-7-14-14,T-4-7-14-14,T-4-7-14-14,121,92,4,7,14,14,57.505,27.125,-57,22,,,,,22,57,,,,
5-7-14-14,T-5-7-14-14,T-5-7-14-14,122,92,5,7,14,14,58.59,27.125,-58,22,,,,,22,58,,,,
6-7-14-14,T-6-7-14-14,T-6-7-14-14,123,92,6,7,14,14,59.675,27.125,-59,22,,,,,22,59,,,,
7-7-14-14,T-7-7-14-14,T-7-7-14-14,124,92,7,7,14,14,60.76,27.125,-60,22,,,,,22,60,,,,
8-7-14-14,T-8-7-14-14,T-8-7-14-14,125,92,8,7,14,14,61.845,27.125,-61,22,,,,,22,61,,,,
9-7-14-14,T-9-7-14-14,T-9-7-14-14,126,92,9,7,14,14,62.93,27.125,-62,22,,,,,22,62,,,,
9-1-2-13,T-9-1-2-13,T-9-1-2-13,18,91,9,1,2,13,-54.25,26.04,46,21,,,,,21,-46,,,,
9-2-2-13,T-9-2-2-13,T-9-2-2-13,18,90,9,2,2,13,-54.25,24.955,46,20,,,,,20,-46,,,,
9-3-2-13,T-9-3-2-13,T-9-3-2-13,18,89,9,3,2,13,-54.25,23.87,46,19,,,,,19,-46,,,,
9-4-2-13,T-9-4-2-13,T-9-4-2-13,18,88,9,4,2,13,-54.25,22.785,46,18,,,,,18,-46,,,,
9-5-2-13,T-9-5-2-13,T-9-5-2-13,18,87,9,5,2,13,-54.25,21.7,46,17,,,,,17,-46,,,,
9-6-2-13,T-9-6-2-13,T-9-6-2-13,18,86,9,6,2,13,-54.25,20.615,46,16,,,,,16,-46,,,,
1-7-2-13,T-1-7-2-13,T-1-7-2-13,10,85,1,7,2,13,-62.93,19.53,54,15,,,,,15,-54,,,,
2-7-2-13,T-2-7-2-13,T-2-7-2-13,11,85,2,7,2,13,-61.845,19.53,53,15,,,,,15,-53,,,,
3-7-2-13,T-3-7-2-13,T-3-7-2-13,12,85,3,7,2,13,-60.76,19.53,52,15,,,,,15,-52,,,,
4-7-2-13,T-4-7-2-13,T-4-7-2-13,13,85,4,7,2,13,-59.675,19.53,51,15,,,,,15,-51,,,,
5-7-2-13,T-5-7-2-13,T-5-7-2-13,14,85,5,7,2,13,-58.59,19.53,50,15,,,,,15,-50,,,,
6-7-2-13,T-6-7-2-13,T-6-7-2-13,15,85,6,7,2,13,-57.505,19.53,49,15,,,,,15,-49,,,,
7-7-2-13,T-7-7-2-13,T-7-7-2-13,16,85,7,7,2,13,-56.42,19.53,48,15,,,,,15,-48,,,,
8-7-2-13,T-8-7-2-13,T-8-7-2-13,17,85,8,7,2,13,-55.335,19.53,47,15,,,,,15,-47,,,,
9-7-2-13,T-9-7-2-13,T-9-7-2-13,18,85,9,7,2,13,-54.25,19.53,46,15,,,,,15,-46,,,,
9-1-3-13,T-9-1-3-13,T-9-1-3-13,27,91,9,1,3,13,-44.485,26.04,37,21,,,,,21,-37,,,,
9-2-3-13,T-9-2-3-13,T-9-2-3-13,27,90,9,2,3,13,-44.485,24.955,37,20,,,,,20,-37,,,,
9-3-3-13,T-9-3-3-13,T-9-3-3-13,27,89,9,3,3,13,-44.485,23.87,37,19,,,,,19,-37,,,,
9-4-3-13,T-9-4-3-13,T-9-4-3-13,27,88,9,4,3,13,-44.485,22.785,37,18,,,,,18,-37,,,,
9-5-3-13,T-9-5-3-13,T-9-5-3-13,27,87,9,5,3,13,-44.485,21.7,37,17,,,,,17,-37,,,,
9-6-3-13,T-9-6-3-13,T-9-6-3-13,27,86,9,6,3,13,-44.485,20.615,37,16,,,,,16,-37,,,,
1-7-3-13,T-1-7-3-13,T-1-7-3-13,19,85,1,7,3,13,-53.165,19.53,45,15,,,,,15,-45,,,,
2-7-3-13,T-2-7-3-13,T-2-7-3-13,20,85,2,7,3,13,-52.08,19.53,44,15,,,,,15,-44,,,,
3-7-3-13,T-3-7-3-13,T-3-7-3-13,21,85,3,7,3,13,-50.995,19.53,43,15,,,,,15,-43,,,,
4-7-3-13,T-4-7-3-13,T-4-7-3-13,22,85,4,7,3,13,-49.91,19.53,42,15,,,,,15,-42,,,,
5-7-3-13,T-5-7-3-13,T-5-7-3-13,23,85,5,7,3,13,-48.825,19.53,41,15,,,,,15,-41,,,,
6-7-3-13,T-6-7-3-13,T-6-7-3-13,24,85,6,7,3,13,-47.74,19.53,40,15,,,,,15,-40,,,,
7-7-3-13,T-7-7-3-13,T-7-7-3-13,25,85,7,7,3,13,-46.655,19.53,39,15,,,,,15,-39,,,,
8-7-3-13,T-8-7-3-13,T-8-7-3-13,26,85,8,7,3,13,-45.57,19.53,38,15,,,,,15,-38,,,,
9-7-3-13,T-9-7-3-13,T-9-7-3-13,27,85,9,7,3,13,-44.485,19.53,37,15,,,,,15,-37,,,,
9-1-4-13,T-9-1-4-13,T-9-1-4-13,36,91,9,1,4,13,-34.72,26.04,28,21,,,,,21,-28,,,,
9-2-4-13,T-9-2-4-13,T-9-2-4-13,36,90,9,2,4,13,-34.72,24.955,28,20,,,,,20,-28,,,,
9-3-4-13,T-9-3-4-13,T-9-3-4-13,36,89,9,3,4,13,-34.72,23.87,28,19,,,,,19,-28,,,,
9-4-4-13,T-9-4-4-13,T-9-4-4-13,36,88,9,4,4,13,-34.72,22.785,28,18,,,,,18,-28,,,,
9-5-4-13,T-9-5-4-13,T-9-5-4-13,36,87,9,5,4,13,-34.72,21.7,28,17,,,,,17,-28,,,,
9-6-4-13,T-9-6-4-13,T-9-6-4-13,36,86,9,6,4,13,-34.72,20.615,28,16,,,,,16,-28,,,,
1-7-4-13,T-1-7-4-13,T-1-7-4-13,28,85,1,7,4,13,-43.4,19.53,36,15,,,,,15,-36,,,,
2-7-4-13,T-2-7-4-13,T-2-7-4-13,29,85,2,7,4,13,-42.315,19.53,35,15,,,,,15,-35,,,,
3-7-4-13,T-3-7-4-13,T-3-7-4-13,30,85,3,7,4,13,-41.23,19.53,34,15,,,,,15,-34,,,,
4-7-4-13,T-4-7-4-13,T-4-7-4-13,31,85,4,7,4,13,-40.145,19.53,33,15,,,,,15,-33,,,,
5-7-4-13,T-5-7-4-13,T-5-7-4-13,32,85,5,7,4,13,-39.06,19.53,32,15,,,,,15,-32,,,,
6-7-4-13,T-6-7-4-13,T-6-7-4-13,33,85,6,7,4,13,-37.975,19.53,31,15,,,,,15,-31,,,,
7-7-4-13,T-7-7-4-13,T-7-7-4-13,34,85,7,7,4,13,-36.89,19.53,30,15,,,,,15,-30,,,,
8-7-4-13,T-8-7-4-13,T-8-7-4-13,35,85,8,7,4,13,-35.805,19.53,29,15,,,,,15,-29,,,,
9-7-4-13,T-9-7-4-13,T-9-7-4-13,36,85,9,7,4,13,-34.72,19.53,28,15,,,,,15,-28,,,,
9-1-5-13,T-9-1-5-13,T-9-1-5-13,45,91,9,1,5,13,-24.955,26.04,19,21,,,,,21,-19,,,,
9-2-5-13,T-9-2-5-13,T-9-2-5-13,45,90,9,2,5,13,-24.955,24.955,19,20,,,,,20,-19,,,,
9-3-5-13,T-9-3-5-13,T-9-3-5-13,45,89,9,3,5,13,-24.955,23.87,19,19,,,,,19,-19,,,,
9-4-5-13,T-9-4-5-13,T-9-4-5-13,45,88,9,4,5,13,-24.955,22.785,19,18,,,,,18,-19,,,,
9-5-5-13,T-9-5-5-13,T-9-5-5-13,45,87,9,5,5,13,-24.955,21.7,19,17,,,,,17,-19,,,,
9-6-5-13,T-9-6-5-13,T-9-6-5-13,45,86,9,6,5,13,-24.955,20.615,19,16,,,,,16,-19,,,,
1-7-5-13,T-1-7-5-13,T-1-7-5-13,37,85,1,7,5,13,-33.635,19.53,27,15,,,,,15,-27,,,,
2-7-5-13,T-2-7-5-13,T-2-7-5-13,38,85,2,7,5,13,-32.55,19.53,26,15,,,,,15,-26,,,,
3-7-5-13,T-3-7-5-13,T-3-7-5-13,39,85,3,7,5,13,-31.465,19.53,25,15,,,,,15,-25,,,,
4-7-5-13,T-4-7-5-13,T-4-7-5-13,40,85,4,7,5,13,-30.38,19.53,24,15,,,,,15,-24,,,,
5-7-5-13,T-5-7-5-13,T-5-7-5-13,41,85,5,7,5,13,-29.295,19.53,23,15,,,,,15,-23,,,,
6-7-5-13,T-6-7-5-13,T-6-7-5-13,42,85,6,7,5,13,-28.21,19.53,22,15,,,,,15,-22,,,,
7-7-5-13,T-7-7-5-13,T-7-7-5-13,43,85,7,7,5,13,-27.125,19.53,21,15,,,,,15,-21,,,,
8-7-5-13,T-8-7-5-13,T-8-7-5-13,44,85,8,7,5,13,-26.04,19.53,20,15,,,,,15,-20,,,,
9-7-5-13,T-9-7-5-13,T-9-7-5-13,45,85,9,7,5,13,-24.955,19.53,19,15,,,,,15,-19,,,,
9-1-6-13,T-9-1-6-13,T-9-1-6-13,54,91,9,1,6,13,-15.19,26.04,10,21,,,,,21,-10,,,,
9-2-6-13,T-9-2-6-13,T-9-2-6-13,54,90,9,2,6,13,-15.19,24.955,10,20,,,,,20,-10,,,,
9-3-6-13,T-9-3-6-13,T-9-3-6-13,54,89,9,3,6,13,-15.19,23.87,10,19,,,,,19,-10,,,,
9-4-6-13,T-9-4-6-13,T-9-4-6-13,54,88,9,4,6,13,-15.19,22.785,10,18,,,,,18,-10,,,,
9-5-6-13,T-9-5-6-13,T-9-5-6-13,54,87,9,5,6,13,-15.19,21.7,10,17,,,,,17,-10,,,,
9-6-6-13,T-9-6-6-13,T-9-6-6-13,54,86,9,6,6,13,-15.19,20.615,10,16,,,,,16,-10,,,,
1-7-6-13,T-1-7-6-13,T-1-7-6-13,46,85,1,7,6,13,-23.87,19.53,18,15,,,,,15,-18,,,,
2-7-6-13,T-2-7-6-13,T-2-7-6-13,47,85,2,7,6,13,-22.785,19.53,17,15,,,,,15,-17,,,,
3-7-6-13,T-3-7-6-13,T-3-7-6-13,48,85,3,7,6,13,-21.7,19.53,16,15,,,,,15,-16,,,,
4-7-6-13,T-4-7-6-13,T-4-7-6-13,49,85,4,7,6,13,-20.615,19.53,15,15,,,,,15,-15,,,,
5-7-6-13,T-5-7-6-13,T-5-7-6-13,50,85,5,7,6,13,-19.53,19.53,14,15,,,,,15,-14,,,,
6-7-6-13,T-6-7-6-13,T-6-7-6-13,51,85,6,7,6,13,-18.445,19.53,13,15,,,,,15,-13,,,,
7-7-6-13,T-7-7-6-13,T-7-7-6-13,52,85,7,7,6,13,-17.36,19.53,12,15,,,,,15,-12,,,,
8-7-6-13,T-8-7-6-13,T-8-7-6-13,53,85,8,7,6,13,-16.275,19.53,11,15,,,,,15,-11,,,,
9-7-6-13,T-9-7-6-13,T-9-7-6-13,54,85,9,7,6,13,-15.19,19.53,10,15,,,,,15,-10,,,,
9-1-7-13,T-9-1-7-13,T-9-1-7-13,63,91,9,1,7,13,-5.425,26.04,1,21,,,,,21,-1,,,,
9-2-7-13,T-9-2-7-13,T-9-2-7-13,63,90,9,2,7,13,-5.425,24.955,1,20,,,,,20,-1,,,,
9-3-7-13,T-9-3-7-13,T-9-3-7-13,63,89,9,3,7,13,-5.425,23.87,1,19,,,,,19,-1,,,,
9-4-7-13,T-9-4-7-13,T-9-4-7-13,63,88,9,4,7,13,-5.425,22.785,1,18,,,,,18,-1,,,,
9-5-7-13,T-9-5-7-13,T-9-5-7-13,63,87,9,5,7,13,-5.425,21.7,1,17,,,,,17,-1,,,,
9-6-7-13,T-9-6-7-13,T-9-6-7-13,63,86,9,6,7,13,-5.425,20.615,1,16,,,,,16,-1,,,,
1-7-7-13,T-1-7-7-13,T-1-7-7-13,55,85,1,7,7,13,-14.105,19.53,9,15,,,,,15,-9,,,,
2-7-7-13,T-2-7-7-13,T-2-7-7-13,56,85,2,7,7,13,-13.02,19.53,8,15,,,,,15,-8,,,,
3-7-7-13,T-3-7-7-13,T-3-7-7-13,57,85,3,7,7,13,-11.935,19.53,7,15,,,,,15,-7,,,,
4-7-7-13,T-4-7-7-13,T-4-7-7-13,58,85,4,7,7,13,-10.85,19.53,6,15,,,,,15,-6,,,,
5-7-7-13,T-5-7-7-13,T-5-7-7-13,59,85,5,7,7,13,-9.765,19.53,5,15,,,,,15,-5,,,,
6-7-7-13,T-6-7-7-13,T-6-7-7-13,60,85,6,7,7,13,-8.68,19.53,4,15,,,,,15,-4,,,,
7-7-7-13,T-7-7-7-13,T-7-7-7-13,61,85,7,7,7,13,-7.595,19.53,3,15,,,,,15,-3,,,,
8-7-7-13,T-8-7-7-13,T-8-7-7-13,62,85,8,7,7,13,-6.51,19.53,2,15,,,,,15,-2,,,,
9-7-7-13,T-9-7-7-13,T-9-7-7-13,63,85,9,7,7,13,-5.425,19.53,1,15,,,,,15,-1,,,,
9-1-8-13,T-9-1-8-13,T-9-1-8-13,72,91,9,1,8,13,4.34,26.04,-8,21,,,,,21,8,,,,
9-2-8-13,T-9-2-8-13,T-9-2-8-13,72,90,9,2,8,13,4.34,24.955,-8,20,,,,,20,8,,,,
9-3-8-13,T-9-3-8-13,T-9-3-8-13,72,89,9,3,8,13,4.34,23.87,-8,19,,,,,19,8,,,,
9-4-8-13,T-9-4-8-13,T-9-4-8-13,72,88,9,4,8,13,4.34,22.785,-8,18,,,,,18,8,,,,
9-5-8-13,T-9-5-8-13,T-9-5-8-13,72,87,9,5,8,13,4.34,21.7,-8,17,,,,,17,8,,,,
9-6-8-13,T-9-6-8-13,T-9-6-8-13,72,86,9,6,8,13,4.34,20.615,-8,16,,,,,16,8,,,,
1-7-8-13,T-1-7-8-13,T-1-7-8-13,64,85,1,7,8,13,-4.34,19.53,0,15,,,,,15,0,,,,
2-7-8-13,T-2-7-8-13,T-2-7-8-13,65,85,2,7,8,13,-3.255,19.53,-1,15,,,,,15,1,,,,
3-7-8-13,T-3-7-8-13,T-3-7-8-13,66,85,3,7,8,13,-2.17,19.53,-2,15,,,,,15,2,,,,
4-7-8-13,T-4-7-8-13,T-4-7-8-13,67,85,4,7,8,13,-1.085,19.53,-3,15,,,,,15,3,,,,
5-7-8-13,T-5-7-8-13,T-5-7-8-13,68,85,5,7,8,13,0,19.53,-4,15,,,,,15,4,,,,
6-7-8-13,T-6-7-8-13,T-6-7-8-13,69,85,6,7,8,13,1.085,19.53,-5,15,,,,,15,5,,,,
7-7-8-13,T-7-7-8-13,T-7-7-8-13,70,85,7,7,8,13,2.17,19.53,-6,15,,,,,15,6,,,,
8-7-8-13,T-8-7-8-13,T-8-7-8-13,71,85,8,7,8,13,3.255,19.53,-7,15,,,,,15,7,,,,
9-7-8-13,T-9-7-8-13,T-9-7-8-13,72,85,9,7,8,13,4.34,19.53,-8,15,,,,,15,8,,,,
9-1-9-13,T-9-1-9-13,T-9-1-9-13,81,91,9,1,9,13,14.105,26.04,-17,21,,,,,21,17,,,,
9-2-9-13,T-9-2-9-13,T-9-2-9-13,81,90,9,2,9,13,14.105,24.955,-17,20,,,,,20,17,,,,
9-3-9-13,T-9-3-9-13,T-9-3-9-13,81,89,9,3,9,13,14.105,23.87,-17,19,,,,,19,17,,,,
9-4-9-13,T-9-4-9-13,T-9-4-9-13,81,88,9,4,9,13,14.105,22.785,-17,18,,,,,18,17,,,,
9-5-9-13,T-9-5-9-13,T-9-5-9-13,81,87,9,5,9,13,14.105,21.7,-17,17,,,,,17,17,,,,
9-6-9-13,T-9-6-9-13,T-9-6-9-13,81,86,9,6,9,13,14.105,20.615,-17,16,,,,,16,17,,,,
1-7-9-13,T-1-7-9-13,T-1-7-9-13,73,85,1,7,9,13,5.425,19.53,-9,15,,,,,15,9,,,,
2-7-9-13,T-2-7-9-13,T-2-7-9-13,74,85,2,7,9,13,6.51,19.53,-10,15,,,,,15,10,,,,
3-7-9-13,T-3-7-9-13,T-3-7-9-13,75,85,3,7,9,13,7.595,19.53,-11,15,,,,,15,11,,,,
4-7-9-13,T-4-7-9-13,T-4-7-9-13,76,85,4,7,9,13,8.68,19.53,-12,15,,,,,15,12,,,,
5-7-9-13,T-5-7-9-13,T-5-7-9-13,77,85,5,7,9,13,9.765,19.53,-13,15,,,,,15,13,,,,
6-7-9-13,T-6-7-9-13,T-6-7-9-13,78,85,6,7,9,13,10.85,19.53,-14,15,,,,,15,14,,,,
7-7-9-13,T-7-7-9-13,T-7-7-9-13,79,85,7,7,9,13,11.935,19.53,-15,15,,,,,15,15,,,,
8-7-9-13,T-8-7-9-13,T-8-7-9-13,80,85,8,7,9,13,13.02,19.53,-16,15,,,,,15,16,,,,
9-7-9-13,T-9-7-9-13,T-9-7-9-13,81,85,9,7,9,13,14.105,19.53,-17,15,,,,,15,17,,,,
9-1-10-13,T-9-1-10-13,T-9-1-10-13,90,91,9,1,10,13,23.87,26.04,-26,21,,,,,21,26,,,,
9-2-10-13,T-9-2-10-13,T-9-2-10-13,90,90,9,2,10,13,23.87,24.955,-26,20,,,,,20,26,,,,
9-3-10-13,T-9-3-10-13,T-9-3-10-13,90,89,9,3,10,13,23.87,23.87,-26,19,,,,,19,26,,,,
9-4-10-13,T-9-4-10-13,T-9-4-10-13,90,88,9,4,10,13,23.87,22.785,-26,18,,,,,18,26,,,,
9-5-10-13,T-9-5-10-13,T-9-5-10-13,90,87,9,5,10,13,23.87,21.7,-26,17,,,,,17,26,,,,
9-6-10-13,T-9-6-10-13,T-9-6-10-13,90,86,9,6,10,13,23.87,20.615,-26,16,,,,,16,26,,,,
1-7-10-13,T-1-7-10-13,T-1-7-10-13,82,85,1,7,10,13,15.19,19.53,-18,15,,,,,15,18,,,,
2-7-10-13,T-2-7-10-13,T-2-7-10-13,83,85,2,7,10,13,16.275,19.53,-19,15,,,,,15,19,,,,
3-7-10-13,T-3-7-10-13,T-3-7-10-13,84,85,3,7,10,13,17.36,19.53,-20,15,,,,,15,20,,,,
4-7-10-13,T-4-7-10-13,T-4-7-10-13,85,85,4,7,10,13,18.445,19.53,-21,15,,,,,15,21,,,,
5-7-10-13,T-5-7-10-13,T-5-7-10-13,86,85,5,7,10,13,19.53,19.53,-22,15,,,,,15,22,,,,
6-7-10-13,T-6-7-10-13,T-6-7-10-13,87,85,6,7,10,13,20.615,19.53,-23,15,,,,,15,23,,,,
7-7-10-13,T-7-7-10-13,T-7-7-10-13,88,85,7,7,10,13,21.7,19.53,-24,15,,,,,15,24,,,,
8-7-10-13,T-8-7-10-13,T-8-7-10-13,89,85,8,7,10,13,22.785,19.53,-25,15,,,,,15,25,,,,
9-7-10-13,T-9-7-10-13,T-9-7-10-13,90,85,9,7,10,13,23.87,19.53,-26,15,,,,,15,26,,,,
9-1-11-13,T-9-1-11-13,T-9-1-11-13,99,91,9,1,11,13,33.635,26.04,-35,21,,,,,21,35,,,,
9-2-11-13,T-9-2-11-13,T-9-2-11-13,99,90,9,2,11,13,33.635,24.955,-35,20,,,,,20,35,,,,
9-3-11-13,T-9-3-11-13,T-9-3-11-13,99,89,9,3,11,13,33.635,23.87,-35,19,,,,,19,35,,,,
9-4-11-13,T-9-4-11-13,T-9-4-11-13,99,88,9,4,11,13,33.635,22.785,-35,18,,,,,18,35,,,,
9-5-11-13,T-9-5-11-13,T-9-5-11-13,99,87,9,5,11,13,33.635,21.7,-35,17,,,,,17,35,,,,
9-6-11-13,T-9-6-11-13,T-9-6-11-13,99,86,9,6,11,13,33.635,20.615,-35,16,,,,,16,35,,,,
1-7-11-13,T-1-7-11-13,T-1-7-11-13,91,85,1,7,11,13,24.955,19.53,-27,15,,,,,15,27,,,,
2-7-11-13,T-2-7-11-13,T-2-7-11-13,92,85,2,7,11,13,26.04,19.53,-28,15,,,,,15,28,,,,
3-7-11-13,T-3-7-11-13,T-3-7-11-13,93,85,3,7,11,13,27.125,19.53,-29,15,,,,,15,29,,,,
4-7-11-13,T-4-7-11-13,T-4-7-11-13,94,85,4,7,11,13,28.21,19.53,-30,15,,,,,15,30,,,,
5-7-11-13,T-5-7-11-13,T-5-7-11-13,95,85,5,7,11,13,29.295,19.53,-31,15,,,,,15,31,,,,
6-7-11-13,T-6-7-11-13,T-6-7-11-13,96,85,6,7,11,13,30.38,19.53,-32,15,,,,,15,32,,,,
7-7-11-13,T-7-7-11-13,T-7-7-11-13,97,85,7,7,11,13,31.465,19.53,-33,15,,,,,15,33,,,,
8-7-11-13,T-8-7-11-13,T-8-7-11-13,98,85,8,7,11,13,32.55,19.53,-34,15,,,,,15,34,,,,
9-7-11-13,T-9-7-11-13,T-9-7-11-13,99,85,9,7,11,13,33.635,19.53,-35,15,,,,,15,35,,,,
9-1-12-13,T-9-1-12-13,T-9-1-12-13,108,91,9,1,12,13,43.4,26.04,-44,21,,,,,21,44,,,,
9-2-12-13,T-9-2-12-13,T-9-2-12-13,108,90,9,2,12,13,43.4,24.955,-44,20,,,,,20,44,,,,
9-3-12-13,T-9-3-12-13,T-9-3-12-13,108,89,9,3,12,13,43.4,23.87,-44,19,,,,,19,44,,,,
9-4-12-13,T-9-4-12-13,T-9-4-12-13,108,88,9,4,12,13,43.4,22.785,-44,18,,,,,18,44,,,,
9-5-12-13,T-9-5-12-13,T-9-5-12-13,108,87,9,5,12,13,43.4,21.7,-44,17,,,,,17,44,,,,
9-6-12-13,T-9-6-12-13,T-9-6-12-13,108,86,9,6,12,13,43.4,20.615,-44,16,,,,,16,44,,,,
1-7-12-13,T-1-7-12-13,T-1-7-12-13,100,85,1,7,12,13,34.72,19.53,-36,15,,,,,15,36,,,,
2-7-12-13,T-2-7-12-13,T-2-7-12-13,101,85,2,7,12,13,35.805,19.53,-37,15,,,,,15,37,,,,
3-7-12-13,T-3-7-12-13,T-3-7-12-13,102,85,3,7,12,13,36.89,19.53,-38,15,,,,,15,38,,,,
4-7-12-13,T-4-7-12-13,T-4-7-12-13,103,85,4,7,12,13,37.975,19.53,-39,15,,,,,15,39,,,,
5-7-12-13,T-5-7-12-13,T-5-7-12-13,104,85,5,7,12,13,39.06,19.53,-40,15,,,,,15,40,,,,
6-7-12-13,T-6-7-12-13,T-6-7-12-13,105,85,6,7,12,13,40.145,19.53,-41,15,,,,,15,41,,,,
7-7-12-13,T-7-7-12-13,T-7-7-12-13,106,85,7,7,12,13,41.23,19.53,-42,15,,,,,15,42,,,,
8-7-12-13,T-8-7-12-13,T-8-7-12-13,107,85,8,7,12,13,42.315,19.53,-43,15,,,,,15,43,,,,
9-7-12-13,T-9-7-12-13,T-9-7-12-13,108,85,9,7,12,13,43.4,19.53,-44,15,,,,,15,44,,,,
9-1-13-13,T-9-1-13-13,T-9-1-13-13,117,91,9,1,13,13,53.165,26.04,-53,21,,,,,21,53,,,,
9-2-13-13,T-9-2-13-13,T-9-2-13-13,117,90,9,2,13,13,53.165,24.955,-53,20,,,,,20,53,,,,
9-3-13-13,T-9-3-13-13,T-9-3-13-13,117,89,9,3,13,13,53.165,23.87,-53,19,,,,,19,53,,,,
9-4-13-13,T-9-4-13-13,T-9-4-13-13,117,88,9,4,13,13,53.165,22.785,-53,18,,,,,18,53,,,,
9-5-13-13,T-9-5-13-13,T-9-5-13-13,117,87,9,5,13,13,53.165,21.7,-53,17,,,,,17,53,,,,
9-6-13-13,T-9-6-13-13,T-9-6-13-13,117,86,9,6,13,13,53.165,20.615,-53,16,,,,,16,53,,,,
1-7-13-13,T-1-7-13-13,T-1-7-13-13,109,85,1,7,13,13,44.485,19.53,-45,15,,,,,15,45,,,,
2-7-13-13,T-2-7-13-13,T-2-7-13-13,110,85,2,7,13,13,45.57,19.53,-46,15,,,,,15,46,,,,
3-7-13-13,T-3-7-13-13,T-3-7-13-13,111,85,3,7,13,13,46.655,19.53,-47,15,,,,,15,47,,,,
4-7-13-13,T-4-7-13-13,T-4-7-13-13,112,85,4,7,13,13,47.74,19.53,-48,15,,,,,15,48,,,,
5-7-13-13,T-5-7-13-13,T-5-7-13-13,113,85,5,7,13,13,48.825,19.53,-49,15,,,,,15,49,,,,
6-7-13-13,T-6-7-13-13,T-6-7-13-13,114,85,6,7,13,13,49.91,19.53,-50,15,,,,,15,50,,,,
7-7-13-13,T-7-7-13-13,T-7-7-13-13,115,85,7,7,13,13,50.995,19.53,-51,15,,,,,15,51,,,,
8-7-13-13,T-8-7-13-13,T-8-7-13-13,116,85,8,7,13,13,52.08,19.53,-52,15,,,,,15,52,,,,
9-7-13-13,T-9-7-13-13,T-9-7-13-13,117,85,9,7,13,13,53.165,19.53,-53,15,,,,,15,53,,,,
9-1-14-13,T-9-1-14-13,T-9-1-14-13,126,91,9,1,14,13,62.93,26.04,-62,21,,,,,21,62,,,,
9-2-14-13,T-9-2-14-13,T-9-2-14-13,126,90,9,2,14,13,62.93,24.955,-62,20,,,,,20,62,,,,
9-3-14-13,T-9-3-14-13,T-9-3-14-13,126,89,9,3,14,13,62.93,23.87,-62,19,,,,,19,62,,,,
9-4-14-13,T-9-4-14-13,T-9-4-14-13,126,88,9,4,14,13,62.93,22.785,-62,18,,,,,18,62,,,,
9-5-14-13,T-9-5-14-13,T-9-5-14-13,126,87,9,5,14,13,62.93,21.7,-62,17,,,,,17,62,,,,
9-6-14-13,T-9-6-14-13,T-9-6-14-13,126,86,9,6,14,13,62.93,20.615,-62,16,,,,,16,62,,,,
1-7-14-13,T-1-7-14-13,T-1-7-14-13,118,85,1,7,14,13,54.25,19.53,-54,15,,,,,15,54,,,,
2-7-14-13,T-2-7-14-13,T-2-7-14-13,119,85,2,7,14,13,55.335,19.53,-55,15,,,,,15,55,,,,
3-7-14-13,T-3-7-14-13,T-3-7-14-13,120,85,3,7,14,13,56.42,19.53,-56,15,,,,,15,56,,,,
4-7-14-13,T-4-7-14-13,T-4-7-14-13,121,85,4,7,14,13,57.505,19.53,-57,15,,,,,15,57,,,,
5-7-14-13,T-5-7-14-13,T-5-7-14-13,122,85,5,7,14,13,58.59,19.53,-58,15,,,,,15,58,,,,
6-7-14-13,T-6-7-14-13,T-6-7-14-13,123,85,6,7,14,13,59.675,19.53,-59,15,,,,,15,59,,,,
7-7-14-13,T-7-7-14-13,T-7-7-14-13,124,85,7,7,14,13,60.76,19.53,-60,15,,,,,15,60,,,,
8-7-14-13,T-8-7-14-13,T-8-7-14-13,125,85,8,7,14,13,61.845,19.53,-61,15,,,,,15,61,,,,
