kind,recipe,pin,pad,net,seq,bench,name,type,mode,instrument,chan,target,hi,lo,level,limit,shape,freq,conn,min,max,avg_count,avg_delay,nplc,his,los,mrange,die,route
RECIPE,1-TSVIso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
